scientificName,vernacularName,family,genus,sourceStatus,status
Cryptocarya foetida,"Stinking Cryptocarya, Stinking Laurel",Lauraceae,Cryptocarya,Vulnerable,Vulnerable
Cryptostylis hunteriana,Leafless Tongue-orchid,Orchidaceae,Cryptostylis,Vulnerable,Vulnerable
Ctenophorus yinnietharra,Yinnietharra Rock-Dragon,Agamidae,Ctenophorus,Vulnerable,Vulnerable
Ctenopterella blechnoides,-,Grammitidaceae,Ctenopterella,Vulnerable,Vulnerable
Ctenotus lancelini,Lancelin Island Skink,Scincidae,Ctenotus,Vulnerable,Vulnerable
Ctenotus serotinus,Gravel Downs Ctenotus,Scincidae,Ctenotus,Critically Endangered,Critically Endangered
Ctenotus zastictus,Hamelin Ctenotus,Scincidae,Ctenotus,Vulnerable,Vulnerable
Cupaniopsis shirleyana,Wedge-leaf Tuckeroo,Sapindaceae,Cupaniopsis,Vulnerable,Vulnerable
Cupaniopsis tomentella,Boonah Tuckeroo,Sapindaceae,Cupaniopsis,Vulnerable,Vulnerable
Cyanoramphus cookii,"Norfolk Island Green Parrot, Tasman Parakeet, Norfolk Island Parakeet",Psittacidae,Cyanoramphus,Endangered,Endangered
Cyanoramphus novaezelandiae erythrotis,"Macquarie Island Red-fronted Parakeet, Red-crowned Parakeet (Macquarie Island)",Psittacidae,Cyanoramphus,Extinct,Extinct
Cyanoramphus novaezelandiae subflavescens,"Lord Howe Tasman Parakeet, Red-crowned Parakeet (Lord Howe Island)",Psittacidae,Cyanoramphus,Extinct,Extinct
Cyathea exilis,a tree-fern,Cyatheaceae,Cyathea,Endangered,Endangered
Cycas cairnsiana,a cycad,Cycadaceae,Cycas,Vulnerable,Vulnerable
Cycas megacarpa,-,Cycadaceae,Cycas,Endangered,Endangered
Cycas ophiolitica,-,Cycadaceae,Cycas,Endangered,Endangered
Cycas platyphylla,a cycad,Cycadaceae,Cycas,Vulnerable,Vulnerable
Cycas silvestris,-,Cycadaceae,Cycas,Vulnerable,Vulnerable
Cyclodomorphus praealtus,Alpine She-oak Skink,Scincidae,Cyclodomorphus,Endangered,Endangered
Cyclophyllum costatum,a shrub,Rubiaceae,Cyclophyllum,Vulnerable,Vulnerable
Cyclopsitta diophthalma coxeni,Coxen's Fig-Parrot,Psittacidae,Cyclopsitta,Critically Endangered,Critically Endangered
Cynanchum elegans,White-flowered Wax Plant,Apocynaceae,Cynanchum,Endangered,Endangered
Cyperus cephalotes,-,Cyperaceae,Cyperus,Endangered,Endangered
Cyperus semifertilis,-,Cyperaceae,Cyperus,Vulnerable,Vulnerable
Cyphanthera odgersii subsp. occidentalis,"Western Woolly Cyphanthera, Western Cyphanthera",Solanaceae,Cyphanthera,Endangered,Endangered
Cyrtodactylus sadleiri,Christmas Island Giant Gecko,Gekkonidae,Cyrtodactylus,Endangered,Endangered
Daphnandra johnsonii,Illawarra Socketwood,Monimiaceae,Daphnandra,Endangered,Endangered
Darwinia acerosa,Fine-leaved Darwinia,Myrtaceae,Darwinia,Endangered,Endangered
Darwinia apiculata,Scarp Darwinia,Proteaceae,Darwinia,Endangered,Endangered
Darwinia biflora,-,Myrtaceae,Darwinia,Vulnerable,Vulnerable
Darwinia carnea,"Mogumber Bell, Narrogin Bell",Myrtaceae,Darwinia,Endangered,Endangered
Darwinia chapmaniana,Chapman's Bell,Myrtaceae,Darwinia,Endangered,Endangered
Darwinia collina,Yellow Mountain Bell,Myrtaceae,Darwinia,Critically Endangered,Critically Endangered
Darwinia ferricola,Scott River Darwinia,Myrtaceae,Darwinia,Endangered,Endangered
Darwinia foetida,Muchea Bell,Myrtaceae,Darwinia,Critically Endangered,Critically Endangered
Darwinia masonii,Mason's Darwinia,Myrtaceae,Darwinia,Vulnerable,Vulnerable
Darwinia meeboldii,Cranbrook Bell,Myrtaceae,Darwinia,Vulnerable,Vulnerable
Darwinia nubigena,"Success Bell, Red Mountain Bell",Myrtaceae,Darwinia,Vulnerable,Vulnerable
Darwinia oxylepis,Gillam's Bell,Myrtaceae,Darwinia,Endangered,Endangered
Darwinia polychroma,Harlequin Bell,Myrtaceae,Darwinia,Endangered,Endangered
Darwinia squarrosa,"Fringed Mountain Bell, Pink Mountain Bell",Myrtaceae,Darwinia,Vulnerable,Vulnerable
Darwinia whicherensis,Abba Bell,Myrtaceae,Darwinia,Endangered,Endangered
Darwinia wittwerorum,Wittwer's Mountain Bell,Myrtaceae,Darwinia,Endangered,Endangered
Dasymalla axillaris,Native Foxglove,Lamiaceae,Dasymalla,Critically Endangered,Critically Endangered
Dasyornis brachypterus,Eastern Bristlebird,Dasyornithidae,Dasyornis,Endangered,Endangered
Dasyornis broadbenti litoralis,"Rufous Bristlebird (western), South-western Rufous Bristlebird",Dasyornithidae,Dasyornis,Extinct,Extinct
Dasyornis longirostris,Western Bristlebird,Dasyornithidae,Dasyornis,Endangered,Endangered
Dasyuroides byrnei,"Kowari, brushy-tailed marsupial rat, Byrne's crest-tailed marsupial rat",Dasyuridae,Dasyuroides,Vulnerable,Vulnerable
Dasyurus geoffroii,"Chuditch, Western Quoll",Dasyuridae,Dasyurus,Vulnerable,Vulnerable
Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",Dasyuridae,Dasyurus,Endangered,Endangered
Dasyurus maculatus gracilis,"Spotted-tailed Quoll (North Queensland), Yarri",Dasyuridae,Dasyurus,Endangered,Endangered
Dasyurus maculatus maculatus (SE mainland population),"Spot-tailed Quoll, Spotted-tail Quoll, Tiger Quoll (southeastern mainland population)",Dasyuridae,Dasyurus,Endangered,Endangered
Dasyurus maculatus maculatus (Tasmanian population),"Spotted-tail Quoll, Spot-tailed Quoll, Tiger Quoll (Tasmanian population)",Dasyuridae,Dasyurus,Vulnerable,Vulnerable
Dasyurus viverrinus,"Eastern Quoll, Luaner",Dasyuridae,Dasyurus,Endangered,Endangered
Davidsonia jerseyana,Davidson's Plum,Cunoniaceae,Davidsonia,Endangered,Endangered
Davidsonia johnsonii,"Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum",Cunoniaceae,Davidsonia,Endangered,Endangered
Daviesia bursarioides,Three Springs Daviesia,Fabaceae,Daviesia,Endangered,Endangered
Daviesia cunderdin,Cunderdin Daviesia,Fabaceae,Daviesia,Endangered,Endangered
Daviesia dielsii,Diels' Daviesia,Fabaceae,Daviesia,Endangered,Endangered
Daviesia discolor,-,Fabaceae,Daviesia,Vulnerable,Vulnerable
Daviesia elongata subsp. elongata,Long-leaved Daviesia,Fabaceae,Daviesia,Vulnerable,Vulnerable
Daviesia euphorbioides,Wongan Cactus,Fabaceae,Daviesia,Endangered,Endangered
Daviesia glossosema,Maroon-flowered Daviesia,Fabaceae,Daviesia,Critically Endangered,Critically Endangered
Daviesia laevis,Grampians Bitter-pea,Fabaceae,Daviesia,Vulnerable,Vulnerable
Daviesia megacalyx,Long-sepalled Daviesia,Fabaceae,Daviesia,Endangered,Endangered
Daviesia microcarpa,Norseman Pea,Fabaceae,Daviesia,Endangered,Endangered
Daviesia obovata,Paddle-leaf Daviesia,Fabaceae,Daviesia,Endangered,Endangered
Daviesia ovata,Broad-leaf Daviesia,Fabaceae,Daviesia,Critically Endangered,Critically Endangered
Daviesia pseudaphylla,Stirling Range Daviesia,Fabaceae,Daviesia,Critically Endangered,Critically Endangered
Daviesia speciosa,Beautiful Daviesia,Fabaceae,Daviesia,Endangered,Endangered
Decaspermum struckoilicum,Struck Oil Myrtle,Myrtaceae,Decaspermum,Critically Endangered,Critically Endangered
Delma impar,"Striped Legless Lizard, Striped Snake-lizard",Pygopodidae,Delma,Vulnerable,Vulnerable
Delma mitella,"Atherton Delma, Legless Lizard",Pygopodidae,Delma,Vulnerable,Vulnerable
Delma torquata,"Adorned Delma, Collared Delma",Pygopodidae,Delma,Vulnerable,Vulnerable
Dendrobium antennatum,Antelope Orchid,Orchidaceae,Dendrobium,Endangered,Endangered
Dendrobium bigibbum,Cooktown Orchid,Orchidaceae,Dendrobium,Vulnerable,Vulnerable
Dendrobium brachypus,Norfolk Island Orchid,Orchidaceae,Dendrobium,Endangered,Endangered
Dendrobium johannis,Chocolate Tea Tree Orchid,Orchidaceae,Dendrobium,Vulnerable,Vulnerable
Dendrobium mirbelianum,"Dark-stemmed Antler Orchid, Mangrove Orchid",Orchidaceae,Dendrobium,Endangered,Endangered
Dendrobium nindii,an orchid,Orchidaceae,Dendrobium,Endangered,Endangered
Dendronephthya australis,Cauliflower Soft Coral,Nephtheidae,Dendronephthya,Endangered,Endangered
Denhamia megacarpa,Large-fruited Denhamia,Celastraceae,Denhamia,Endangered,Endangered
Denhamia parvifolia,Small-leaved Denhamia,Celastraceae,Denhamia,Vulnerable,Vulnerable
Denisonia maculata,Ornamental Snake,Elapidae,Denisonia,Vulnerable,Vulnerable
Dermochelys coriacea,"Leatherback Turtle, Leathery Turtle, Luth",Dermochelyidae,Dermochelys,Endangered,Endangered
Desmodium acanthocladum,Thorny Pea,Fabaceae,Desmodium,Vulnerable,Vulnerable
Deyeuxia appressa,-,Poaceae,Deyeuxia,Endangered,Endangered
Deyeuxia drummondii,"Drummond's Grass, Drummond Grass",Poaceae,Deyeuxia,Endangered,Endangered
Deyeuxia lawrencei,-,Poaceae,Deyeuxia,Extinct,Extinct
Deyeuxia pungens,Narrow-leaf Bent-grass,Poaceae,Deyeuxia,Vulnerable,Vulnerable
Dianella amoena,Matted Flax-lily,Phormiaceae,Dianella,Endangered,Endangered
Dichanthium queenslandicum,King Blue-grass,Poaceae,Dichanthium,Endangered,Endangered
Dichanthium setosum,bluegrass,Poaceae,Dichanthium,Vulnerable,Vulnerable
Didymoglossum exiguum,-,Hymenophyllaceae,Didymoglossum,Extinct,Extinct
Diomedea amsterdamensis,Amsterdam Albatross,Diomedeidae,Diomedea,Endangered,Endangered
Diomedea antipodensis,Antipodean Albatross,Diomedeidae,Diomedea,Vulnerable,Vulnerable
Diomedea antipodensis gibsoni,Gibson's Albatross,Diomedeidae,Diomedea,Vulnerable,Vulnerable
Diomedea dabbenena,Tristan Albatross,Diomedeidae,Diomedea,Endangered,Endangered
Diomedea epomophora,Southern Royal Albatross,Diomedeidae,Diomedea,Vulnerable,Vulnerable
Diomedea exulans,Wandering Albatross,Diomedeidae,Diomedea,Vulnerable,Vulnerable
Diomedea sanfordi,Northern Royal Albatross,Diomedeidae,Diomedea,Endangered,Endangered
Diospyros mabacea,"Red-fruited Ebony, Silky Persimmon, Ebony",Ebenaceae,Diospyros,Endangered,Endangered
Diplazium cordifolium,-,Athyriaceae,Diplazium,Vulnerable,Vulnerable
Diplazium pallidum,-,Athyriaceae,Diplazium,Endangered,Endangered
Diploglottis campbellii,Small-leaved Tamarind,Sapindaceae,Diploglottis,Endangered,Endangered
Diplolaena andrewsii,-,Rutaceae,Diplolaena,Endangered,Endangered
Dipodium campanulatum,Bell Flower Hyacinth Orchid,Orchidaceae,Dipodium,Endangered,Endangered
Dipodium pictum,-,Orchidaceae,Dipodium,Endangered,Endangered
Dischidia litoralis,-,Asclepiadaceae,Dischidia,Vulnerable,Vulnerable
Diuris aequalis,Buttercup Doubletail,Orchidaceae,Diuris,Endangered,Endangered
Diuris basaltica,"Small Golden Moths Orchid, Early Golden Moths",Orchidaceae,Diuris,Endangered,Endangered
Diuris bracteata,-,Orchidaceae,Diuris,Extinct,Extinct
Diuris drummondii,Tall Donkey Orchid,Orchidaceae,Diuris,Vulnerable,Vulnerable
Diuris eborensis,-,Orchidaceae,Diuris,Endangered,Endangered
Diuris flavescens,"Pale Yellow Doubletail, Wingham Doubletail",Orchidaceae,Diuris,Critically Endangered,Critically Endangered
Diuris fragrantissima,"Sunshine Diuris, Fragrant Doubletail, White Diuris",Orchidaceae,Diuris,Endangered,Endangered
Diuris lanceolata,Snake Orchid,Orchidaceae,Diuris,Endangered,Endangered
Diuris micrantha,Dwarf Bee-orchid,Orchidaceae,Diuris,Vulnerable,Vulnerable
Diuris ochroma,Pale Golden Moths,Orchidaceae,Diuris,Vulnerable,Vulnerable
Diuris pedunculata,"Small Snake Orchid, Two-leaved Golden Moths, Golden Moths, Cowslip Orchid, Snake Orchid",Orchidaceae,Diuris,Endangered,Endangered
Diuris praecox,Newcastle Doubletail,Orchidaceae,Diuris,Vulnerable,Vulnerable
Diuris purdiei,Purdie's Donkey-orchid,Orchidaceae,Diuris,Endangered,Endangered
Diuris venosa,"Veined Doubletail, Goat Orchid, Veined Donkey-orchid",Orchidaceae,Diuris,Vulnerable,Vulnerable
Dodonaea procumbens,Trailing Hop-bush,Sapindaceae,Dodonaea,Vulnerable,Vulnerable
Dodonaea rupicola,Velvet Hopbush,Sapindaceae,Dodonaea,Vulnerable,Vulnerable
Dodonaea subglandulifera,Peep Hill Hop-bush,Sapindaceae,Dodonaea,Endangered,Endangered
Drakaea concolor,Kneeling Hammer-orchid,Orchidaceae,Drakaea,Vulnerable,Vulnerable
Drakaea confluens,Late Hammer-orchid,Orchidaceae,Drakaea,Endangered,Endangered
Drakaea elastica,"Glossy-leafed Hammer Orchid, Glossy-leaved Hammer Orchid,  Warty Hammer Orchid",Orchidaceae,Drakaea,Endangered,Endangered
Drakaea isolata,Lonely Hammer-orchid,Orchidaceae,Drakaea,Endangered,Endangered
Drakaea micrantha,Dwarf Hammer-orchid,Orchidaceae,Drakaea,Vulnerable,Vulnerable
Dromaius ater,King Island Emu,Dromaiidae,Dromaius,Extinct,Extinct
Dromaius baudinianus,Kangaroo Island Emu,Dromaiidae,Dromaius,Extinct,Extinct
Dromaius novaehollandiae diemenensis,"Tasmanian Emu, Emu (Tasmanian)",Dromaiidae,Dromaius,Extinct,Extinct
Drosera prolifera,-,Droseraceae,Drosera,Vulnerable,Vulnerable
Drosera schizandra,-,Droseraceae,Drosera,Vulnerable,Vulnerable
Drummondita ericoides,Morseby Range Drummondita,Rutaceae,Drummondita,Endangered,Endangered
Drummondita longifolia,Peak Charles Drummondita,Rutaceae,Drummondita,Vulnerable,Vulnerable
Dryococelus australis,"Lord Howe Island Phasmid, Land Lobster",Phasmatidae,Dryococelus,Critically Endangered,Critically Endangered
Duma horrida subsp. abdita,Remote Thorny Lignum,Polygonaceae,Duma,Critically Endangered,Critically Endangered
Dysoxylum bijugum,"Sharkwood, a tree",Meliaceae,Dysoxylum,Vulnerable,Vulnerable
Egernia roomi,"Kaputar Rock Skink, Mt Kaputar Rock Skink",Scincidae,Egernia,Critically Endangered,Critically Endangered
Egernia rugosa,Yakka Skink,Scincidae,Egernia,Vulnerable,Vulnerable
Egernia stokesii badia,"Western Spiny-tailed Skink, Baudin Island Spiny-tailed Skink",Scincidae,Egernia,Endangered,Endangered
Eidothea hardeniana,Nightcap Oak,Proteaceae,Eidothea,Critically Endangered,Critically Endangered
Elaeocarpus miegei,-,Elaeocarpaceae,Elaeocarpus,Endangered,Endangered
Elaeocarpus sedentarius,Minyon Quandong,Elaeocarpaceae,Elaeocarpus,Endangered,Endangered
Elaeocarpus williamsianus,Hairy Quandong,Elaeocarpaceae,Elaeocarpus,Endangered,Endangered
Elatostema montanum,Mountain Procris,Urticaceae,Elatostema,Critically Endangered,Critically Endangered
Eleocharis keigheryi,Keighery's Eleocharis,Cyperaceae,Eleocharis,Vulnerable,Vulnerable
Eleocharis obicis,a spike rush,Cyperaceae,Eleocharis,Vulnerable,Vulnerable
Eleocharis papillosa,Dwarf Desert Spike-rush,Cyperaceae,Eleocharis,Vulnerable,Vulnerable
Eleocharis retroflexa,a sedge,Cyperaceae,Eleocharis,Vulnerable,Vulnerable
Elseya albagula,"Southern Snapping Turtle, White-throated Snapping Turtle",Chelidae,Elseya,Critically Endangered,Critically Endangered
Elseya lavarackorum,Gulf Snapping Turtle,Chelidae,Elseya,Endangered,Endangered
Elusor macrurus,"Mary River Turtle, Mary River Tortoise",Chelidae,Elusor,Endangered,Endangered
Emoia nativitatis,"Christmas Island Forest Skink, Christmas Island Whiptail-skink",Scincidae,Emoia,Extinct,Extinct
Endiandra cooperana,-,Lauraceae,Endiandra,Endangered,Endangered
Endiandra floydii,"Floyd's Walnut, Crystal Creek Walnut",Lauraceae,Endiandra,Endangered,Endangered
Endiandra hayesii,"Rusty Rose Walnut, Velvet Laurel",Lauraceae,Endiandra,Vulnerable,Vulnerable
Engaeus granulatus,Central North Burrowing Crayfish,Parastacidae,Engaeus,Endangered,Endangered
Engaeus martigener,Furneaux Burrowing Crayfish,Parastacidae,Engaeus,Endangered,Endangered
Engaeus orramakunna,Mount Arthur Burrowing Crayfish,Parastacidae,Engaeus,Vulnerable,Vulnerable
Engaeus spinicaudatus,Scottsdale Burrowing Crayfish,Parastacidae,Engaeus,Endangered,Endangered
Engaeus yabbimunna,Burnie Burrowing Crayfish,Parastacidae,Engaeus,Vulnerable,Vulnerable
Engaewa pseudoreducta,Margaret River Burrowing Crayfish,Parastacidae,Engaewa,Critically Endangered,Critically Endangered
Engaewa reducta,Dunsborough Burrowing Crayfish,Parastacidae,Engaewa,Critically Endangered,Critically Endangered
Engaewa walpolea,Walpole Burrowing Crayfish,Parastacidae,Engaewa,Endangered,Endangered
Epacris apsleyensis,Apsley Heath,Epacridaceae,Epacris,Endangered,Endangered
Epacris barbata,"Bearded Heath, Freycinet Heath",Epacridaceae,Epacris,Endangered,Endangered
Epacris exserta,South Esk Heath,Epacridaceae,Epacris,Endangered,Endangered
Epacris glabella,"Funnel Heath, Smooth Heath",Epacridaceae,Epacris,Endangered,Endangered
Epacris grandis,"Grand Heath, Tall Heath",Epacridaceae,Epacris,Endangered,Endangered
Epacris graniticola,"Mt Cameron Heath, Granite Heath",Epacridaceae,Epacris,Critically Endangered,Critically Endangered
Epacris hamiltonii,-,Epacridaceae,Epacris,Endangered,Endangered
Epacris limbata,"Border Heath, Bordered Heath",Epacridaceae,Epacris,Critically Endangered,Critically Endangered
Epacris sparsa,-,Ericaceae,Epacris,Vulnerable,Vulnerable
Epacris stuartii,"Stuart's Heath, Southport Heath",Epacridaceae,Epacris,Critically Endangered,Critically Endangered
Epacris virgata,"Pretty Heath, Dan Hill Heath",Epacridaceae,Epacris,Endangered,Endangered
Epilobium brunnescens subsp. beaugleholei,Bog Willow-herb,Onagraceae,Epilobium,Vulnerable,Vulnerable
Epinephelus daemelii,"Black Rockcod, Black Cod, Saddled Rockcod",Serranidae,Epinephelus,Vulnerable,Vulnerable
Epthianura crocea macgregori,"Capricorn Yellow Chat, Yellow Chat (Dawson)",Meliphagidae,Epthianura,Critically Endangered,Critically Endangered
Epthianura crocea tunneyi,"Alligator Rivers Yellow Chat, Yellow Chat (Alligator Rivers)",Meliphagidae,Epthianura,Endangered,Endangered
Eremochloa muricata,-,Poaceae,Eremochloa,Endangered,Endangered
Eremophila ciliata,-,Scrophulariaceae,Eremophila,Endangered,Endangered
Eremophila denticulata subsp. denticulata,Fitzgerald Eremophila,Myoporaceae,Eremophila,Vulnerable,Vulnerable
Eremophila denticulata subsp. trisulcata,Cumquat Eremophila,Myoporaceae,Eremophila,Endangered,Endangered
Eremophila glabra subsp. chlorella,-,Scrophulariaceae,Eremophila,Endangered,Endangered
Eremophila glabra subsp. Scaddan (C. Turley s.n. 10/11/2005),-,Scrophulariaceae,Eremophila,Critically Endangered,Critically Endangered
Eremophila koobabbiensis,"Koobabbie Eremophila, Koobabbie Poverty Bush",Scrophulariaceae,Eremophila,Critically Endangered,Critically Endangered
Eremophila lactea,Milky Emu Bush,Myoporaceae,Eremophila,Endangered,Endangered
Eremophila nivea,Silky Eremophila,Myoporaceae,Eremophila,Endangered,Endangered
Eremophila pinnatifida,Pinnate-leaf Eremophila,Myoporaceae,Eremophila,Endangered,Endangered
Eremophila prostrata,Rainbow Valley Fuchsia Bush,Scrophulariaceae,Eremophila,Vulnerable,Vulnerable
Eremophila resinosa,Resinous Eremophila,Myoporaceae,Eremophila,Endangered,Endangered
Eremophila rostrata,Beaked Eremophila,Myoporaceae,Eremophila,Critically Endangered,Critically Endangered
Eremophila scaberula,Rough Emu Bush,Myoporaceae,Eremophila,Endangered,Endangered
Eremophila sp. Narrow leaves (J.D.Start D12-150),-,Scrophulariaceae,Eremophila,Critically Endangered,Critically Endangered
Eremophila subteretifolia,Lake King Eremophila,Myoporaceae,Eremophila,Endangered,Endangered
Eremophila ternifolia,Wongan Eremophila,Myoporaceae,Eremophila,Endangered,Endangered
Eremophila vernicosa,Resinous Poverty Bush,Myoporaceae,Eremophila,Vulnerable,Vulnerable
Eremophila verticillata,Whorled Eremophila,Myoporaceae,Eremophila,Endangered,Endangered
Eremophila virens,"Campion Eremophila, Green-flowered Emu bush",Myoporaceae,Eremophila,Endangered,Endangered
Eremophila viscida,Varnish Bush,Myoporaceae,Eremophila,Endangered,Endangered
Eretmochelys imbricata,Hawksbill Turtle,Cheloniidae,Eretmochelys,Vulnerable,Vulnerable
Eriocaulon australasicum,"Austral Pipewort, Southern Pipewort",Eriocaulaceae,Eriocaulon,Endangered,Endangered
Eriocaulon carsonii,"Salt Pipewort, Button Grass",Eriocaulaceae,Eriocaulon,Endangered,Endangered
Eryngium fontanum,Blue Devil,Apiaceae,Eryngium,Endangered,Endangered
Erythrotriorchis radiatus,Red Goshawk,Accipitridae,Erythrotriorchis,Endangered,Endangered
Erythroxylum sp. Cholmondely Creek (J.R.Clarkson 9367) (Northern Territory Population),-,Erythroxylaceae,Erythroxylum,Vulnerable,Vulnerable
Erythrura gouldiae,Gouldian Finch,Estrildidae,Erythrura,Endangered,Endangered
Euastacus bindal,"freshwater crayfish, spiny crayfish",Parastacidae,Euastacus,Critically Endangered,Critically Endangered
Euastacus bispinosus,"Glenelg Spiny Freshwater Crayfish, Pricklyback",Parastacidae,Euastacus,Endangered,Endangered
Euastacus dharawalus,Fitzroy Falls Spiny Crayfish,Parastacidae,Euastacus,Critically Endangered,Critically Endangered
Eubalaena australis,Southern Right Whale,Balaenidae,Eubalaena,Endangered,Endangered
Eucalyptus absita,Badgingarra Box,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus aggregata,Black Gum,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus alligatrix subsp. limaensis,Lima Stringybark,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus alligatrix subsp. miscella,a stringybark,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus aquatica,"Mountain Swamp Gum, Broad-leaved Sallee, Broad-leaved Sally",Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus argophloia,"Queensland White Gum, Queensland Western White Gum, Lapunyah, Scrub Gum, White Gum",Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus argutifolia,"Yanchep Mallee, Wabling Hill Mallee",Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus articulata,Ponton Creek Mallee,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus beaniana,Bean's Ironbark,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus beardiana,Beard's Mallee,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus benthamii,"Camden White Gum, Nepean River Gum",Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus brevipes,Mukinbudin Mallee,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus broviniensis,-,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus burdettiana,Burdett Gum,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus cadens,Warby Range Swamp Gum,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus caleyi subsp. ovendenii,Ovenden's Ironbark,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus camfieldii,Camfield's Stringybark,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus canobolensis,"Silver-leaf Candlebark, Mt Canobolas Candlebark",Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus ceracea,Seppelt Range Gum,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus conglomerata,Swamp Stringybark,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus copulans,-,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus coronata,Crowned Mallee,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus crenulata,"Silver Gum, Buxton Gum",Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus crispata,Yandanooka Mallee,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus crucis subsp. crucis,Silver Mallee,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus crucis subsp. praecipua,Paynes Find Mallee,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus cuprea,Mallee Box,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus dolorosa,"Dandaragan Mallee, Mount Misery Mallee",Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus forresterae,Brumby Sallee,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus glaucina,Slaty Red Gum,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus gunnii subsp. divaricata,Miena Cider Gum,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus hallii,Goodwood Gum,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus imlayensis,"Imlay Mallee, Mount Imlay Mallee",Myrtaceae,Eucalyptus,Critically Endangered,Critically Endangered
Eucalyptus impensa,Eneabba Mallee,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus infera,Durikai Mallee,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus insularis,Twin Peak Island Mallee,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus johnsoniana,Johnson's Mallee,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus kabiana,Mount Beerwah Mallee,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus kartzoffiana,Araluen Gum,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus langleyi,"Albatross Mallee, Green Mallee Ash",Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus largeana,Craven Grey Box,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus lateritica,Laterite Mallee,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus leprophloia,"Scaly Butt Mallee, Scaly-butt Mallee",Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus macarthurii,"Camden Woollybutt, Paddys River Box",Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus mckieana,McKie's Stringybark,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus merrickiae,Goblet Mallee,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus mooreana,"Mountain White Gum,  King Leopold Range Mallee, Moore's Gum",Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus morrisbyi,"Morrisby's Gum, Morrisbys Gum",Myrtaceae,Eucalyptus,Critically Endangered,Critically Endangered
Eucalyptus nicholii,"Narrow-leaved Peppermint, Narrow-leaved Black Peppermint",Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus pachycalyx subsp. banyabba,Banyabba Shiny-barked Gum,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus paedoglauca,Mt Stuart Ironbark,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus paludicola,"Mount Compass Swamp Gum, Fleurieu Swamp Gum, Marsh Gum",Myrtaceae,Eucalyptus,Endangered,Endangered
