"Supplied Name","guid","scientificName","family","kingdom","vernacular","sourceStatus","status"
"Olearia passerinoides subsp. glutescens","https://id.biodiversity.org.au/node/apni/2912071","Olearia passerinoides subsp. glutescens","Asteraceae",,"Sticky Daisy-bush","Rare","Near Threatened"
"Wurmbea deserticola","https://id.biodiversity.org.au/node/apni/2907586","Wurmbea deserticola","Colchicaceae",,"Desert Nancy","Rare","Near Threatened"
"Eucalyptus behriana","https://id.biodiversity.org.au/node/apni/2918062","Eucalyptus behriana","Myrtaceae",,"Broad leaved Box","Rare","Near Threatened"
"Gahnia halmaturina","https://id.biodiversity.org.au/node/apni/2890440","Gahnia halmaturina","Cyperaceae",,,"Rare","Near Threatened"
"Micromyrtus ciliata","https://id.biodiversity.org.au/node/apni/2887784","Micromyrtus ciliata","Myrtaceae",,"Fringed Heath-myrtle","Rare","Near Threatened"
"Eucalyptus globulus subsp. bicostata","https://id.biodiversity.org.au/node/apni/2919077","Eucalyptus globulus subsp. bicostata","Myrtaceae",,"Victorian blue gum","Vulnerable","Endangered"
"Balaenoptera edeni","urn:lsid:biodiversity.org.au:afd.taxon:ec4289c4-6784-4b67-900f-899a43f39eae","Balaenoptera edeni","Balaenopteridae",,"Bryde's Whale","Rare","Near Threatened"
"Myriophyllum glomeratum","https://id.biodiversity.org.au/node/apni/2895682","Myriophyllum glomeratum","Haloragaceae",,"Clustered Water-milfoil","Extinct or Endangered","Endangered"
"Calochilus paludosus","https://id.biodiversity.org.au/name/apni/99067","Calochilus paludosus","Orchidaceae",,"Red Beard Orchid","Vulnerable","Endangered"
"Pterostylis chlorogramma","https://id.biodiversity.org.au/node/apni/2895281","Pterostylis chlorogramma","Orchidaceae",,"Green-striped Greenhood","Extinct or Endangered","Endangered"
"Cardamine gunnii","https://id.biodiversity.org.au/node/apni/2886061","Cardamine gunnii","Brassicaceae",,"Spade-leaf Bitter-cress","Vulnerable","Endangered"
"Blechnum wattsii","https://id.biodiversity.org.au/node/apni/7093617","Blechnum wattsii","Blechnaceae",,"Hard Water Fern","Rare","Near Threatened"
"Austrostipa tenuifolia","https://id.biodiversity.org.au/node/apni/2893736","Austrostipa tenuifolia","Poaceae",,"Long-awn Spear-grass","Rare","Near Threatened"
"Aphelocephala pectoralis","urn:lsid:biodiversity.org.au:afd.taxon:e3a61d89-7308-49fc-8d43-e2410546f98e","Aphelocephala pectoralis","Acanthizidae",,"Chestnut-breasted Whiteface","Rare","Near Threatened"
"Sterna (Sterna) hirundo","urn:lsid:biodiversity.org.au:afd.taxon:f85d574a-e3c9-4ba4-a91e-6c87efacd874","Sterna (Sterna) hirundo","Laridae",,"Common Tern","Rare","Near Threatened"
"Grevillea pauciflora subsp. leptophylla","https://id.biodiversity.org.au/node/apni/2910193","Grevillea pauciflora subsp. leptophylla","Proteaceae",,"Narrow-leaf Grevillea","Rare","Near Threatened"
"Leporillus apicalis","urn:lsid:biodiversity.org.au:afd.taxon:5ac0db97-0266-442f-86b3-f21c3f98f58a","Leporillus apicalis","Muridae",,"Lesser Stick-nest Rat","Extinct or Endangered","Endangered"
"Sphaerolobium minus","https://id.biodiversity.org.au/node/apni/2912771","Sphaerolobium minus","Fabaceae",,"Globe-pea","Rare","Near Threatened"
"Austrostipa densiflora","https://id.biodiversity.org.au/node/apni/2899861","Austrostipa densiflora","Poaceae",,"Foxtail Spear-grass","Rare","Near Threatened"
"Thelymitra flexuosa","https://id.biodiversity.org.au/name/apni/115270","Thelymitra flexuosa","Orchidaceae",,"Twisted Sun Orchid","Rare","Near Threatened"
"Ottelia ovalifolia subsp. ovalifolia","https://id.biodiversity.org.au/node/apni/2896119","Ottelia ovalifolia subsp. ovalifolia","Hydrocharitaceae",,"Swamp Lily","Rare","Near Threatened"
"Eremophila hillii","https://id.biodiversity.org.au/node/apni/2908353","Eremophila hillii","Scrophulariaceae",,"Hills Emubush","Rare","Near Threatened"
"Calochilus paludosus","https://id.biodiversity.org.au/name/apni/99067","Calochilus paludosus","Orchidaceae",,"Red Beard Orchid","Vulnerable","Endangered"
"Cereopsis novaehollandiae novaehollandiae","urn:lsid:biodiversity.org.au:afd.taxon:6667178a-4c9c-475d-938b-7f9733707588","Cereopsis novaehollandiae novaehollandiae","Anatidae",,"Cape Barren Goose","Rare","Near Threatened"
"Conilurus albipes","urn:lsid:biodiversity.org.au:afd.taxon:698c6ba5-4cb2-4979-811c-880a2d855af3","Conilurus albipes","Muridae",,"White-footed Rabbit-rat","Extinct or Endangered","Endangered"
"Myriophyllum papillosum","https://id.biodiversity.org.au/node/apni/2892822","Myriophyllum papillosum","Haloragaceae",,"Robust Water-milfoil","Rare","Near Threatened"
"Gymnoschoenus sphaerocephalus","https://id.biodiversity.org.au/node/apni/2918031","Gymnoschoenus sphaerocephalus","Cyperaceae",,"Button Grass","Extinct or Endangered","Endangered"
"Drosera binata","https://id.biodiversity.org.au/node/apni/2901986","Drosera binata","Droseraceae",,"Forked Sundew","Rare","Near Threatened"
"Lobelia concolor","https://id.biodiversity.org.au/node/apni/2909727","Lobelia concolor","Campanulaceae",,"Poison Pratia","Rare","Near Threatened"
"Caladenia congesta","https://id.biodiversity.org.au/name/apni/91004","Caladenia congesta","Orchidaceae",,"Black Tongue Caladenia","Rare","Near Threatened"
"Atriplex eichleri","https://id.biodiversity.org.au/node/apni/2916994","Atriplex eichleri","Chenopodiaceae",,"Eichler's Saltbush","Rare","Near Threatened"
"Phlegmatospermum eremaeum","https://id.biodiversity.org.au/node/apni/2887811","Phlegmatospermum eremaeum","Brassicaceae",,"Spreading Cress","Rare","Near Threatened"
"Ceyx azureus","urn:lsid:biodiversity.org.au:afd.taxon:9fbbee99-1f81-4c4d-9d8f-ac5cb9670fa5","Ceyx azureus","Alcedinidae",,"Azure Kingfisher","Extinct or Endangered","Endangered"
"Ixodia achillaeoides subsp. arenicola","https://id.biodiversity.org.au/node/apni/2916083","Ixodia achillaeoides subsp. arenicola","Asteraceae",,"Ixodia","Extinct or Endangered","Endangered"
"Logania saxatilis","https://id.biodiversity.org.au/node/apni/2894032","Logania saxatilis","Loganiaceae",,"Rock Logania","Rare","Near Threatened"
"Thysanotus tuberosus subsp. parviflorus","https://id.biodiversity.org.au/node/apni/2899159","Thysanotus tuberosus subsp. parviflorus","Asparagaceae",,"Common Fringe-lily","Vulnerable (needs further qualification)","Endangered"
"Leptinella reptans","https://id.biodiversity.org.au/node/apni/2904405","Leptinella reptans","Asteraceae",,"Creeping Cotula","Rare","Near Threatened"
"Schizaea fistulosa","https://id.biodiversity.org.au/node/apni/2917239","Schizaea fistulosa","Schizaeaceae",,"Comb Fern","Vulnerable","Endangered"
"Pterostylis striata","https://id.biodiversity.org.au/name/apni/75847","Pterostylis striata","Orchidaceae",,"Striped Greenhood","Rare","Near Threatened"
"Utricularia australis","https://id.biodiversity.org.au/node/apni/2906724","Utricularia australis","Lentibulariaceae",,"Yellow Bladderwort","Rare","Near Threatened"
"Proablepharus kinghorni","urn:lsid:biodiversity.org.au:afd.taxon:0d806b0e-cde5-4c63-b301-1fa95e3b763b","Austroablepharus kinghorni","Scincidae",,"Kinghorn's Snake-eyed Skink","Rare","Near Threatened"
"Wurmbea dioica subsp. lacunaria","https://id.biodiversity.org.au/node/apni/2902098","Wurmbea dioica subsp. lacunaria","Colchicaceae",,"Lagoon Nancy","Extinct or Endangered","Endangered"
"Ranunculus robertsonii","https://id.biodiversity.org.au/node/apni/2903896","Ranunculus robertsonii","Ranunculaceae",,"Slender Buttercup","Rare","Near Threatened"
"Goodenia chambersii","https://id.biodiversity.org.au/node/apni/2886679","Goodenia chambersii","Goodeniaceae",,,"Rare","Near Threatened"
"Myrmecobius fasciatus","urn:lsid:biodiversity.org.au:afd.taxon:6c72d199-f0f1-44d3-8197-224a2f7cff5f","Myrmecobius fasciatus","Myrmecobiidae",,"Numbat","Extinct or Endangered","Endangered"
"Grevillea muricata","https://id.biodiversity.org.au/node/apni/2891190","Grevillea muricata","Proteaceae",,"Rough Spider-flower","Vulnerable","Endangered"
"Strepera (Neostrepera) versicolor plumbea","urn:lsid:biodiversity.org.au:afd.taxon:25946583-8ad7-4184-b53c-99a295495cfe","Strepera (Neostrepera) versicolor plumbea","Artamidae",,"Grey Currawong (north-western Subspecies)","Extinct or Endangered","Endangered"
"Dodonaea subglandulifera","https://id.biodiversity.org.au/node/apni/2895785","Dodonaea subglandulifera","Sapindaceae",,"Peep Hill Hop-bush","Extinct or Endangered","Endangered"
"Phascogale tapoatafa","urn:lsid:biodiversity.org.au:afd.taxon:b6930f29-3f26-415e-a760-c12c320c2931","Phascogale tapoatafa","Dasyuridae",,"Brush-tailed Phascogale","Extinct or Endangered","Endangered"
"Spyridium eriocephalum var. glabrisepalum","https://id.biodiversity.org.au/node/apni/2887920","Spyridium eriocephalum var. glabrisepalum","Rhamnaceae",,"Macgillivray Spyridium","Extinct or Endangered","Endangered"
"Eucalyptus calycogona subsp. spaffordii","https://id.biodiversity.org.au/node/apni/2897648","Eucalyptus calycogona subsp. spaffordii","Myrtaceae",,"Square-fruited mallee","Rare","Near Threatened"
"Acacia rhigiophylla","https://id.biodiversity.org.au/node/apni/2891240","Acacia rhigiophylla","Fabaceae",,"Dagger-leaf Wattle","Rare","Near Threatened"
"Geocrinia laevis","urn:lsid:biodiversity.org.au:afd.taxon:13400964-8b24-4853-9f1d-9ca523831eec","Geocrinia laevis","Myobatrachidae",,"Smooth Frog","Rare","Near Threatened"
"Caladenia colorata","https://id.biodiversity.org.au/node/apni/2908569","Caladenia colorata","Orchidaceae",,"Painted Spider-orchid","Extinct or Endangered","Endangered"
"Stylidium desertorum","https://id.biodiversity.org.au/node/apni/2891064","Stylidium desertorum","Stylidiaceae",,,"Vulnerable","Endangered"
"Chorizandra australis","https://id.biodiversity.org.au/node/apni/2914250","Chorizandra australis","Cyperaceae",,"Bristle-rush","Extinct or Endangered","Endangered"
"Oxyura australis","urn:lsid:biodiversity.org.au:afd.taxon:cfcc7058-47fa-4407-b0a0-e4246bea0368","Oxyura australis","Anatidae",,"Blue-billed Duck","Rare","Near Threatened"
"Prasophyllum sp. Waterholes (R.Bates 9037) R.J.Bates","https://id.biodiversity.org.au/name/apni/194717","Prasophyllum sp. Waterholes (R.Bates 9037) R.J.Bates","Orchidaceae",,,"Extinct or Endangered","Endangered"
"Leptostigma reptans","https://id.biodiversity.org.au/node/apni/2910125","Leptostigma reptans","Rubiaceae",,"Dwarf Nertera","Rare","Near Threatened"
"Geophaps (Lophophaps) plumifera plumifera","urn:lsid:biodiversity.org.au:afd.taxon:e499a2b0-da19-48ab-8da8-af570bc2bda3","Geophaps (Lophophaps) plumifera plumifera","Columbidae",,"Spinifex Pigeon","Rare","Near Threatened"
"Corybas dentatus","https://id.biodiversity.org.au/node/apni/2897379","Corybas dentatus","Orchidaceae",,"Finniss Helmet-orchid","Extinct or Endangered","Endangered"
"Sclerolaena muricata var. villosa","https://id.biodiversity.org.au/node/apni/2888141","Sclerolaena muricata var. villosa","Chenopodiaceae",,"Five-spine Bindyi","Rare","Near Threatened"
"Lagorchestes hirsutus","urn:lsid:biodiversity.org.au:afd.taxon:799badc6-5ba7-44e3-ab7c-98976e89f6fa","Lagorchestes hirsutus","Macropodidae",,"Mala","Extinct or Endangered","Endangered"
"Arthropodium milleflorum","https://id.biodiversity.org.au/node/apni/2902983","Arthropodium milleflorum","Asparagaceae",,"Pale Vanilla-lily","Vulnerable","Endangered"
"Pseudophryne cf. occidentalis","ALA_Pseudophryne_cf_occidentalis","Pseudophryne cf. occidentalis",,,"Everard Ranges Toadlet","Vulnerable","Endangered"
"Daviesia stricta","https://id.biodiversity.org.au/node/apni/2893682","Daviesia stricta","Fabaceae",,"Flinders Ranges Bitter-pea","Rare","Near Threatened"
"Ceratophyllum demersum","https://id.biodiversity.org.au/node/apni/2916961","Ceratophyllum demersum","Ceratophyllaceae",,"Common Hornwort","Rare","Near Threatened"
"Acacia simmonsiana","https://id.biodiversity.org.au/node/apni/2909743","Acacia simmonsiana","Fabaceae",,"Desert Manna Wattle","Rare","Near Threatened"
"Sida sp. Wakaya Desert (P.K.Latz 11894)","https://id.biodiversity.org.au/node/apni/2889258","Sida sp. Wakaya Desert (P.K.Latz 11894)","Malvaceae",,,"Rare","Near Threatened"
"Notoscincus ornatus","urn:lsid:biodiversity.org.au:afd.taxon:fc27ab03-024b-4ab1-a632-c4faca8ccc57","Notoscincus ornatus","Scincidae",,"Ornate Soil-crevice Skink","Rare","Near Threatened"
"Petrogale lateralis","urn:lsid:biodiversity.org.au:afd.taxon:71f36535-f035-4672-95b5-bcc3fcf23436","Petrogale lateralis","Macropodidae",,"Black-footed Rock-wallaby (macdonnell Ranges Race)","Extinct or Endangered","Endangered"
"Allittia cardiocarpa","https://id.biodiversity.org.au/node/apni/2914001","Allittia cardiocarpa","Asteraceae",,"Swamp Daisy","Rare","Near Threatened"
"Typhonium alismifolium","https://id.biodiversity.org.au/node/apni/2892046","Typhonium alismifolium","Araceae",,,"Rare","Near Threatened"
"Caperea marginata","urn:lsid:biodiversity.org.au:afd.taxon:62a8fd85-8ec4-4d57-96cf-355c363cece9","Caperea marginata","Neobalaenidae",,"Pygmy Right Whale","Rare","Near Threatened"
"Spyridium tricolor","https://id.biodiversity.org.au/node/apni/2893796","Spyridium tricolor","Rhamnaceae",,"Rusty Spyridium","Vulnerable","Endangered"
"Aprasia aurita","urn:lsid:biodiversity.org.au:afd.taxon:7c913942-c32e-40b5-bb09-0bbe75335c3d","Aprasia aurita","Pygopodidae",,"Eared Worm-lizard","Extinct or Endangered","Endangered"
"Calyptorhynchus (Calyptorhynchus) banksii graptogyne","urn:lsid:biodiversity.org.au:afd.taxon:3d0bdf71-baf3-4c0d-a2d0-c3b95856c980","Calyptorhynchus (Calyptorhynchus) banksii graptogyne","Cacatuidae",,"Red-tailed Black Cockatoo (south-east Subspecies)","Extinct or Endangered","Endangered"
"Neosciadium glochidiatum","https://id.biodiversity.org.au/node/apni/2895641","Neosciadium glochidiatum","Apiaceae",,,"Rare","Near Threatened"
"Acacia georginae","https://id.biodiversity.org.au/node/apni/2918935","Acacia georginae","Fabaceae",,"Georgina Gidgee","Rare","Near Threatened"
"Calochilus pruinosus","https://id.biodiversity.org.au/name/apni/206473","Calochilus pruinosus","Orchidaceae",,"Mallee Beard Orchid","Rare","Near Threatened"
"Nyctophilus timoriensis","urn:lsid:biodiversity.org.au:afd.taxon:85f29e6e-b9ec-4280-87fa-2061338cbbc4","Nyctophilus","Vespertilionidae",,"Central Long-eared Bat","Vulnerable","Endangered"
"Caladenia fragrantissima subsp. fragrantissima","https://id.biodiversity.org.au/name/apni/119062","Caladenia fragrantissima subsp. fragrantissima","Orchidaceae",,"Scented Spider-orchid","Vulnerable","Endangered"
"Litoria raniformis","urn:lsid:biodiversity.org.au:afd.taxon:a0b0cf8c-3a93-40d9-ad8e-37b77783bea9","Litoria raniformis","Hylidae",,"Southern Bell Frog","Vulnerable","Endangered"
"Echiopsis curta","urn:lsid:biodiversity.org.au:afd.taxon:a9d07bb9-b48c-4862-902a-4e51b6109c6c","Echiopsis curta","Elapidae",,"Bardick","Rare","Near Threatened"
"Prasophyllum calcicola","https://id.biodiversity.org.au/name/apni/87231","Prasophyllum calcicola","Orchidaceae",,"Limestone Leek Orchid","Vulnerable","Endangered"
"Caladenia flaccida","https://id.biodiversity.org.au/name/apni/117365","Caladenia flaccida","Orchidaceae",,"Ironcaps Spider Orchid","Vulnerable","Endangered"
"Lepidium pseudotasmanicum","https://id.biodiversity.org.au/node/apni/2911268","Lepidium pseudotasmanicum","Brassicaceae",,"Shade Peppercress","Vulnerable","Endangered"
"Olearia glutinosa","https://id.biodiversity.org.au/node/apni/2907101","Olearia glutinosa","Asteraceae",,"Sticky Daisy-bush","Extinct or Endangered","Endangered"
"Caladenia versicolor","https://id.biodiversity.org.au/node/apni/2916883","Caladenia versicolor","Orchidaceae",,"Candy Spider-orchid","Extinct or Endangered (needs further qualification)","Endangered"
"Wahlenbergia gymnoclada","https://id.biodiversity.org.au/node/apni/2908861","Wahlenbergia gymnoclada","Campanulaceae",,"Naked Bluebell","Vulnerable","Endangered"
"Psophodes nigrogularis lashamri","ALA_Psophodes_nigrogularis_lashamri","Psophodes nigrogularis lashamri",,,"Western Whipbird (kangaroo Island Ssp)","Rare","Near Threatened"
"Falcunculus frontatus","urn:lsid:biodiversity.org.au:afd.taxon:2c4fbb22-578a-41c9-9233-c268f7462042","Falcunculus frontatus","Pachycephalidae",,"Crested Shrike-tit","Rare","Near Threatened"
"Arctocephalus tropicalis","urn:lsid:biodiversity.org.au:afd.taxon:69ad4103-0ffd-4588-99d7-19c6123ff026","Arctocephalus tropicalis","Otariidae",,"Subantarctic Fur-seal","Extinct or Endangered","Endangered"
"Melaleuca cuticularis","https://id.biodiversity.org.au/node/apni/2891485","Melaleuca cuticularis","Myrtaceae",,"Salt Paperbark","Extinct or Endangered","Endangered"
"Neophema (Neonanodes) chrysogaster","urn:lsid:biodiversity.org.au:afd.taxon:bb3b5394-ebf7-41cc-8cd7-9f9bd28fa8e7","Neophema (Neonanodes) chrysogaster","Psittacidae",,"Orange-bellied Parrot","Extinct or Endangered","Endangered"
"Abutilon oxycarpum var. incanum","https://id.biodiversity.org.au/node/apni/3863091","Abutilon oxycarpum var. incanum","Malvaceae",,,"Rare","Near Threatened"
"Caladenia gracilis","https://id.biodiversity.org.au/name/apni/91555","Caladenia gracilis","Orchidaceae",,"Musky Caladenia","Extinct or Endangered","Endangered"
"Sclerolaena symoniana","https://id.biodiversity.org.au/node/apni/2900831","Sclerolaena symoniana","Chenopodiaceae",,"Symon's Bindyi","Vulnerable","Endangered"
"Thelymitra holmesii","https://id.biodiversity.org.au/name/apni/115464","Thelymitra holmesii","Orchidaceae",,"Slender Blue Swamp Sun-orchid","Vulnerable","Endangered"
"Myiagra (Myiagra) cyanoleuca","urn:lsid:biodiversity.org.au:afd.taxon:77929aae-e7de-48dd-aac9-ba1080d28783","Myiagra (Myiagra) cyanoleuca","Monarchidae",,"Satin Flycatcher","Extinct or Endangered","Endangered"
"Dipodium campanulatum","https://id.biodiversity.org.au/name/apni/117414","Dipodium campanulatum","Orchidaceae",,"Bell-flower Hyacinth Orchid","Vulnerable","Endangered"
"Thelymitra aristata","https://id.biodiversity.org.au/name/apni/194734","Thelymitra aristata (Adelaide Hills)","Orchidaceae",,"Giant Sun Orchid","Extinct or Endangered (needs further qualification)","Endangered"
"Dromaius baudinianus","urn:lsid:biodiversity.org.au:afd.taxon:668c2d53-4184-4291-845d-4b62cc27e544","Dromaius baudinianus","Casuariidae",,"Kangaroo Island Emu","Extinct or Endangered","Endangered"
"Acacia helmsiana","https://id.biodiversity.org.au/node/apni/2907260","Acacia helmsiana","Fabaceae",,"Helm's Wattle","Rare","Near Threatened"
"Caladenia stellata","https://id.biodiversity.org.au/name/apni/117382","Caladenia stellata","Orchidaceae",,"Star Spider-orchid","Rare","Near Threatened"
"Cladium procerum","https://id.biodiversity.org.au/node/apni/2898303","Cladium procerum","Cyperaceae",,"Leafy Twig-rush","Rare","Near Threatened"
"Myoporum parvifolium","https://id.biodiversity.org.au/node/apni/2895572","Myoporum parvifolium","Scrophulariaceae",,"Creeping Boobialla","Rare","Near Threatened"
"Wallabia bicolor","urn:lsid:biodiversity.org.au:afd.taxon:b6f829dd-0aef-4422-a3f6-77ff691aa9af","Wallabia bicolor","Macropodidae",,"Swamp Wallaby","Vulnerable","Endangered"
"Caretta caretta","urn:lsid:biodiversity.org.au:afd.taxon:910b27e8-19c3-4194-b55a-fd95a80ccdf9","Caretta caretta","Cheloniidae",,"Loggerhead Turtle","Extinct or Endangered","Endangered"
"Balaenoptera musculus","urn:lsid:biodiversity.org.au:afd.taxon:04788e73-25e2-472f-ad5e-65d7d93231dc","Balaenoptera musculus","Balaenopteridae",,"Blue Whale","Extinct or Endangered","Endangered"
"Sprengelia incarnata","https://id.biodiversity.org.au/node/apni/2887236","Sprengelia incarnata","Ericaceae",,"Pink Swamp-heath","Rare","Near Threatened"
"Eucalyptus goniocalyx subsp. exposa","https://id.biodiversity.org.au/node/apni/2918523","Eucalyptus goniocalyx subsp. exposa","Myrtaceae",,"Long-leaf Box","Vulnerable","Endangered"
"Philotheca difformis subsp. difformis","https://id.biodiversity.org.au/node/apni/2916640","Philotheca difformis subsp. difformis","Rutaceae",,"Small-leaf Wax-flower","Vulnerable","Endangered"
"Isoodon obesulus nauticus","ALA_Isoodon_obesulus_nauticus","Isoodon obesulus nauticus","Peramelidae",,"Southern Brown Bandicoot (nuyts Archipelago Ssp)","Vulnerable","Endangered"
"Wurmbea stellata","https://id.biodiversity.org.au/node/apni/2893680","Wurmbea stellata","Colchicaceae",,"Star Nancy","Rare","Near Threatened"
"Centrolepis cephaloformis subsp. cephaloformis","https://id.biodiversity.org.au/node/apni/2903523","Centrolepis cephaloformis subsp. cephaloformis","Centrolepidaceae",,"Cushion Centrolepis","Rare","Near Threatened"
"Gonocarpus humilis","https://id.biodiversity.org.au/node/apni/2920955","Gonocarpus humilis","Haloragaceae",,"Shade Raspwort","Rare","Near Threatened"
"Microlepidium alatum","https://id.biodiversity.org.au/node/apni/2914618","Microlepidium alatum","Brassicaceae",,,"Vulnerable","Endangered"
"Maireana excavata","https://id.biodiversity.org.au/node/apni/2919615","Maireana excavata","Chenopodiaceae",,"Bottle Bluebush","Vulnerable","Endangered"
"Pultenaea dentata","https://id.biodiversity.org.au/node/apni/2918928","Pultenaea dentata","Fabaceae",,"Button Pea","Rare","Near Threatened"
"Teucrium grandiusculum subsp. grandiusculum","https://id.biodiversity.org.au/node/apni/2915612","Teucrium grandiusculum subsp. grandiusculum","Lamiaceae",,,"Vulnerable","Endangered"
"Acacia tenuior","https://id.biodiversity.org.au/node/apni/2897963","Acacia tenuior","Fabaceae",,,"Rare","Near Threatened"
"Plantago sp. A (A.C.Robinson 704)","https://id.biodiversity.org.au/node/apni/2907792","Plantago sp. A (A.C.Robinson 704)","Plantaginaceae",,"Pearson Island Plantain","Rare","Near Threatened"
"Acacia pinguifolia","https://id.biodiversity.org.au/node/apni/2886680","Acacia pinguifolia","Fabaceae",,"Fat-leaved Wattle","Extinct or Endangered","Endangered"
"Hibbertia glebosa subsp. oblonga","https://id.biodiversity.org.au/taxon/apni/51300210","Hibbertia glebosa subsp. oblonga","Dilleniaceae",,,"Rare","Near Threatened"
"Cladorhynchus leucocephalus","urn:lsid:biodiversity.org.au:afd.taxon:a4b7983e-5132-480d-9d85-3397adeea297","Cladorhynchus leucocephalus","Recurvirostridae",,"Banded Stilt","Vulnerable","Endangered"
"Hylacola pyrrhopygia pedleri","urn:lsid:biodiversity.org.au:afd.taxon:b32443ed-4bac-4461-a3e7-b50f9dce31ed","Calamanthus pyrrhopygius pedleri","Acanthizidae",,"Chestnut-rumped Heathwren (flinders Ranges Ssp)","Vulnerable","Endangered"
"Eucalyptus leucoxylon subsp. megalocarpa","https://id.biodiversity.org.au/node/apni/2910136","Eucalyptus leucoxylon subsp. megalocarpa","Myrtaceae",,"Large-fruited yellow or blue gum","Rare","Near Threatened"
"Ardea (Mesophoyx) intermedia","urn:lsid:biodiversity.org.au:afd.taxon:fa5feddf-ac78-4032-8b64-855de0baf06b","Ardea (Mesophoyx) intermedia","Ardeidae",,"Intermediate Egret","Rare","Near Threatened"
"Brachyscome xanthocarpa","https://id.biodiversity.org.au/node/apni/2889914","Brachyscome xanthocarpa","Asteraceae",,"Yellow-fruit Daisy","Rare","Near Threatened"
"Acanthiza (Geobasileus) iredalei rosinae","urn:lsid:biodiversity.org.au:afd.taxon:8fe18cd0-e34e-4ce5-94b2-6ff2288d521f","Acanthiza (Geobasileus) iredalei rosinae","Acanthizidae",,"Slender-billed Thornbill (st Vincent Gulf Ssp)","Vulnerable","Endangered"
"Lichenostomus cratitius occidentalis","urn:lsid:biodiversity.org.au:afd.taxon:2f0ba5dc-5d3e-4532-8ed8-db789af8723c","Lichenostomus cratitius occidentalis","Meliphagidae",,"Purple-gaped Honeyeater","Rare","Near Threatened"
"Petrogale lateralis lateralis","urn:lsid:biodiversity.org.au:afd.taxon:9ed4126d-eba6-467a-92c0-bdcf705eaf96","Petrogale lateralis lateralis","Macropodidae",,"Black-flanked Wallaby","Extinct or Endangered","Endangered"
"Pseudophryne semimarmorata","urn:lsid:biodiversity.org.au:afd.taxon:9f0dcefa-a8b2-4591-a30c-f91576aea438","Pseudophryne semimarmorata","Myobatrachidae",,"Southern Toadlet","Vulnerable","Endangered"
"Calochilus campestris","https://id.biodiversity.org.au/name/apni/98962","Calochilus campestris","Orchidaceae",,"Beaked Beard-orchid","Rare","Near Threatened"
"Sminthopsis psammophila","urn:lsid:biodiversity.org.au:afd.taxon:c8204326-242d-4c03-adf5-8c32d60cff6c","Sminthopsis psammophila","Dasyuridae",,"Sandhill Dunnart","Vulnerable","Endangered"
"Diuris chryseopsis","https://id.biodiversity.org.au/node/apni/2886701","Diuris chryseopsis","Orchidaceae",,"Golden Moths","Extinct or Endangered","Endangered"
"Schoenus tesquorum","https://id.biodiversity.org.au/node/apni/2896381","Schoenus tesquorum","Cyperaceae",,"Soft Bog-rush","Rare","Near Threatened"
"Thelymitra lucida","https://id.biodiversity.org.au/name/apni/189577","Thelymitra lucida","Orchidaceae",,"Glistening Sun-orchid","Not listed (needs further qualification)","Least Concern/Unknown"
"Mirounga leonina leonina","urn:lsid:biodiversity.org.au:afd.taxon:eb75d374-2c0a-40ce-b155-1b37ba1aa075","Mirounga leonina leonina","Phocidae",,"South Atlantic Elephant-seal","Rare","Near Threatened"
"Ptilotus robynsianus","https://id.biodiversity.org.au/node/apni/2913154","Ptilotus robynsianus","Amaranthaceae",,,"Vulnerable","Endangered"
"Climacteris (Climacterobates) affinis affinis","urn:lsid:biodiversity.org.au:afd.taxon:e5afbb71-7ef8-4335-ae89-2fe102409cf9","Climacteris (Climacterobates) affinis affinis","Climacteridae",,"White-browed Treecreeper","Rare","Near Threatened"
"Haematopus fuliginosus","urn:lsid:biodiversity.org.au:afd.taxon:63253b4c-c74c-4da3-8487-ad7202bd2b39","Haematopus fuliginosus","Haematopodidae",,"Sooty Oystercatcher","Rare","Near Threatened"
"Phylloglossum drummondii","https://id.biodiversity.org.au/node/apni/2899597","Phylloglossum drummondii","Lycopodiaceae",,"Pigmy Clubmoss","Rare","Near Threatened"
"Austrostipa pilata","https://id.biodiversity.org.au/node/apni/2912420","Austrostipa pilata","Poaceae",,"Prickly Spear-grass","Vulnerable","Endangered"
"Olearia picridifolia","https://id.biodiversity.org.au/node/apni/2918026","Olearia picridifolia","Asteraceae",,"Rasp Daisy-bush","Rare","Near Threatened"
"Nymphoides crenata","https://id.biodiversity.org.au/node/apni/2901664","Nymphoides crenata","Menyanthaceae",,"Wavy Marshwort","Rare","Near Threatened"
"Eucalyptus fasciculosa","https://id.biodiversity.org.au/node/apni/2896820","Eucalyptus fasciculosa","Myrtaceae",,"Hill Gum","Rare","Near Threatened"
"Frankenia cupularis","https://id.biodiversity.org.au/node/apni/2888478","Frankenia cupularis","Frankeniaceae",,,"Rare","Near Threatened"
"Dromaius baudinianus","urn:lsid:biodiversity.org.au:afd.taxon:668c2d53-4184-4291-845d-4b62cc27e544","Dromaius baudinianus","Casuariidae",,"Kangaroo Island Emu","Extinct or Endangered","Endangered"
"Bettongia lesueur","urn:lsid:biodiversity.org.au:afd.taxon:dedab6d7-623b-48e9-a36b-dff255b72af8","Bettongia lesueur","Potoroidae",,"Burrowing Bettong","Extinct or Endangered","Endangered"
"Lepidium pseudoruderale","https://id.biodiversity.org.au/node/apni/2920299","Lepidium pseudoruderale","Brassicaceae",,,"Rare","Near Threatened"
