"Supplied Name","guid","scientificName","family","kingdom","vernacular","sourceStatus","status"
"Procellaria (Adamastor) cinerea","urn:lsid:biodiversity.org.au:afd.taxon:0f547c64-496c-4f8e-9c96-34485bee2fd9","Procellaria (Adamastor) cinerea","Procellariidae",,"Grey Petrel","Endangered","Endangered"
"Rhytidosporum inconspicuum","https://id.biodiversity.org.au/node/apni/2900726","Rhytidosporum inconspicuum","Pittosporaceae",,"Alpine Appleberry","Endangered","Endangered"
"Haloragis aspera","https://id.biodiversity.org.au/node/apni/2897361","Haloragis aspera","Haloragaceae",,"""Raspweed""","Vulnerable","Endangered"
"Hovea corrickiae","https://id.biodiversity.org.au/node/apni/2906931","Hovea corrickiae","Fabaceae",,"Glossy Hovea","Rare","Near Threatened"
"Euphrasia phragmostoma","https://id.biodiversity.org.au/node/apni/2906800","Euphrasia phragmostoma","Scrophulariaceae",,"Hairy Cliff Eyebright","Vulnerable","Endangered"
"Persoonia gunnii var. oblanceolata","https://id.biodiversity.org.au/taxon/apni/51250031","Persoonia gunnii","Proteaceae",,"Lanceleaf Geebung","Rare","Near Threatened"
"Pseudemoia pagenstecheri","urn:lsid:biodiversity.org.au:afd.taxon:32509547-85d6-4d13-86fc-df94d9df1e2f","Pseudemoia pagenstecheri","Scincidae",,"Tussock Skink","Vulnerable","Endangered"
"Hypotrachyna laevigata","https://id.biodiversity.org.au/name/apni/195961","Hypotrachyna laevigata","Parmeliaceae",,"Hypotrachyna Lichen","Vulnerable","Endangered"
"Monotoca submutica var. autumnalis","https://id.biodiversity.org.au/node/apni/2916886","Monotoca submutica var. autumnalis","Ericaceae",,"Roundleaf Broomheath","Rare","Near Threatened"
"Goodenia geniculata","https://id.biodiversity.org.au/node/apni/2905407","Goodenia geniculata","Goodeniaceae",,"Bent Goodenia","Rare","Near Threatened"
"Triglochin minutissimum","https://id.biodiversity.org.au/node/apni/2912950","Triglochin minutissima","Juncaginaceae",,"Tiny Arrowgrass","Rare","Near Threatened"
"Parmeliopsis ambigua","https://id.biodiversity.org.au/name/apni/148136","Parmeliopsis ambigua","Parmeliaceae",,"Ambiguous Bran Lichen","Rare","Near Threatened"
"Scutellaria humilis","https://id.biodiversity.org.au/node/apni/2895918","Scutellaria humilis","Lamiaceae",,"Australian Skullcap","Rare","Near Threatened"
"Hibbertia rufa","https://id.biodiversity.org.au/node/apni/2909169","Hibbertia rufa","Dilleniaceae",,"Brown Guinea-flower","Rare","Near Threatened"
"Triglochin minutissima","https://id.biodiversity.org.au/node/apni/2912950","Triglochin minutissima","Juncaginaceae",,"Tiny Arrowgrass","Rare","Near Threatened"
"Thalassarche chrysostoma","urn:lsid:biodiversity.org.au:afd.taxon:b58f5bb6-303f-405e-b013-8e3ddd328f64","Thalassarche chrysostoma","Diomedeidae",,"Grey-headed Albatross","Endangered","Endangered"
"Plesiothele fentoni","urn:lsid:biodiversity.org.au:afd.taxon:db67d577-263c-461f-a34c-8a98755646e7","Plesiothele fentoni","Hexathelidae",,"Lake Fenton Trapdoor Spider","Endangered","Endangered"
"Beddomeia launcestonensis","urn:lsid:biodiversity.org.au:afd.taxon:9b5a0f9f-bb7c-4a97-8bdb-a1883751b937","Beddomeia launcestonensis","Tateidae",,"Hydrobiid Snail (cataract Gorge)","Endangered","Endangered"
"Lepidosperma forsythii","https://id.biodiversity.org.au/node/apni/2919083","Lepidosperma forsythii","Cyperaceae",,"Large-flowered Rapier-sedge","Rare","Near Threatened"
"Xanthoparmelia willisii","https://id.biodiversity.org.au/name/apni/129085","Xanthoparmelia willisii","Parmeliaceae",,,"Endangered","Endangered"
"Oxyethira (Trichoglene) mienica","urn:lsid:biodiversity.org.au:afd.taxon:975008be-c8ac-4e2d-bb44-e0512e387f89","Oxyethira (Trichoglene) mienica","Hydroptilidae",,"Caddis Fly (ouse River)","Rare","Near Threatened"
"Beddomeia wilmotensis","urn:lsid:biodiversity.org.au:afd.taxon:4b42f61f-398b-468f-a1cf-21e6f14fe666","Beddomeia wilmotensis","Tateidae",,"Hydrobiid Snail (wilmot River)","Rare","Near Threatened"
"Siloxerus multiflorus","https://id.biodiversity.org.au/node/apni/2904104","Siloxerus multiflorus","Asteraceae",,"Small Wrinklewort","Rare","Near Threatened"
"Myoporum parvifolium","https://id.biodiversity.org.au/node/apni/2895572","Myoporum parvifolium","Scrophulariaceae",,"Creeping Boobialla","Vulnerable","Endangered"
"Lasiopetalum micranthum","https://id.biodiversity.org.au/node/apni/2904300","Lasiopetalum micranthum","Malvaceae",,"Tasmanian Velvetbush","Rare","Near Threatened"
"Utricularia tenella","https://id.biodiversity.org.au/node/apni/8453517","Utricularia tenella","Lentibulariaceae",,"Pink Bladderwort","Rare","Near Threatened"
"Smilasterias tasmaniae","urn:lsid:biodiversity.org.au:afd.taxon:7b9df765-157d-48b6-89c1-3f3020291064","Smilasterias tasmaniae","Stichasteridae",,"Seastar","Rare","Near Threatened"
"Hydroptila scamandra","urn:lsid:biodiversity.org.au:afd.taxon:c2dbef45-eb14-4838-bb9b-a3eaf26cbbe3","Hydroptila scamandra","Hydroptilidae",,"Caddis Fly (upper Scamander River)","Rare","Near Threatened"
"Thelymitra benthamiana","https://id.biodiversity.org.au/name/apni/96871","Thelymitra benthamiana","Orchidaceae",,"Blotched Sun Orchid","Endangered","Endangered"
"Caladenia brachyscapa","https://id.biodiversity.org.au/name/apni/90700","Caladenia brachyscapa","Orchidaceae",,"Short Spider-orchid","Endangered","Endangered"
"Cyrtostylis robusta","https://id.biodiversity.org.au/name/apni/100215","Cyrtostylis robusta","Orchidaceae",,"Large Gnat Orchid","Rare","Near Threatened"
"Euphrasia collina subsp. gunnii","https://id.biodiversity.org.au/node/apni/2886294","Euphrasia collina subsp. gunnii","Scrophulariaceae",,"Gunns Eyebright","Rare","Near Threatened"
"Caladenia caudata","https://id.biodiversity.org.au/node/apni/2918539","Caladenia caudata","Orchidaceae",,"Tailed Spider Orchid","Vulnerable","Endangered"
"Pterodroma mollis","urn:lsid:biodiversity.org.au:afd.taxon:32efa9de-77cd-4bc5-9ac0-562902d03933","Pterodroma mollis","Procellariidae",,"Soft-plumaged Petrel","Endangered","Endangered"
"Callitris oblonga subsp. oblonga","https://id.biodiversity.org.au/node/apni/2893544","Callitris oblonga subsp. oblonga","Cupressaceae",,"South Esk Pine","Vulnerable","Endangered"
"Phebalium daviesii","https://id.biodiversity.org.au/node/apni/2897721","Phebalium daviesii","Rutaceae",,"St Helens Waxflower","Endangered","Endangered"
"Prasophyllum secutum","https://id.biodiversity.org.au/node/apni/2886666","Prasophyllum secutum","Orchidaceae",,"Northern Leek-orchid","Endangered","Endangered"
"Numenius (Numenius) madagascariensis","urn:lsid:biodiversity.org.au:afd.taxon:21ab21e4-5cd7-4e68-9268-1b6db1a9c3aa","Numenius (Numenius) madagascariensis","Scolopacidae",,"Eastern Curlew","Endangered","Endangered"
"Dasybela achroa","urn:lsid:biodiversity.org.au:afd.taxon:923654ef-8158-40ff-b59f-77cf1cc2d771","Dasybela achroa","Geometridae",,"Saltmarsh Looper Moth","Vulnerable","Endangered"
"Banksia serrata","https://id.biodiversity.org.au/taxon/apni/51293610","Banksia serrata","Proteaceae",,"Honeysuckle","Rare","Near Threatened"
"Discocharopa vigens","ALA_Discocharopa_vigens","Discocharopa vigens","Charopidae",,"A Charopid Land Snail","Endangered","Endangered"
"Blechnum cartilagineum","https://id.biodiversity.org.au/taxon/apni/51294892","Blechnum cartilagineum","Blechnaceae",,"Gristle Fern","Vulnerable","Endangered"
"Beddomeia hullii","urn:lsid:biodiversity.org.au:afd.taxon:016ade06-1521-4c9c-8f02-e8206aab9b02","Beddomeia hullii","Tateidae",,"Hydrobiid Snail (heazlewood River)","Rare","Near Threatened"
"Schoenus brevifolius","https://id.biodiversity.org.au/node/apni/2904000","Schoenus brevifolius","Cyperaceae",,"Zigzag Bogsedge","Rare","Near Threatened"
"Levenhookia dubia","https://id.biodiversity.org.au/node/apni/8495539","Levenhookia dubia","Stylidiaceae",,"Hairy Stylewort","Extinct","Extinct"
"Boronia gunnii","https://id.biodiversity.org.au/node/apni/2890920","Boronia gunnii","Rutaceae",,"Cataract Gorge Boronia","Vulnerable","Endangered"
"Persoonia moscalii","https://id.biodiversity.org.au/node/apni/2902772","Persoonia moscalii","Proteaceae",,"Creeping Geebung","Rare","Near Threatened"
"Mesacanthotelson setosus","urn:lsid:biodiversity.org.au:afd.taxon:2d474cb9-6fe4-401b-86d6-a738715a7de9","Mesacanthotelson setosus","Phreatoicidae",,"Isopod (great Lake)","Rare","Near Threatened"
"Melanelia piliferella","https://id.biodiversity.org.au/name/apni/123317","Melanelia piliferella","Parmeliaceae",,,"Vulnerable","Endangered"
"Micrantheum serpentinum","https://id.biodiversity.org.au/node/apni/2906580","Micrantheum serpentinum","Picrodendraceae",,"Western Tridentbush","Rare","Near Threatened"
"Balaenoptera musculus","urn:lsid:biodiversity.org.au:afd.taxon:04788e73-25e2-472f-ad5e-65d7d93231dc","Balaenoptera musculus","Balaenopteridae",,"Blue Whale","Endangered","Endangered"
"Carex hypandra","https://id.biodiversity.org.au/node/apni/2918746","Carex hypandra","Cyperaceae",,"Alpine Fen-sedge","Rare","Near Threatened"
"Oecetis gilva","urn:lsid:biodiversity.org.au:afd.taxon:c2ecf4bb-1cfc-498c-bea9-238db0cb13af","Oecetis gilva","Leptoceridae",,"Caddis Fly (south Esk River)","Rare","Near Threatened"
"Galaxias tanycephalus","urn:lsid:biodiversity.org.au:afd.taxon:6e30b504-27d6-4e6a-8c6e-67da1bdc12f4","Galaxias tanycephalus","Galaxiidae",,"Saddled Galaxias","Vulnerable","Endangered"
"Bedfordia arborescens","https://id.biodiversity.org.au/node/apni/2896060","Bedfordia arborescens","Asteraceae",,"Blanket Bush","Vulnerable","Endangered"
"Thelymitra jonesii","https://id.biodiversity.org.au/node/apni/2894314","Thelymitra jonesii","Orchidaceae",,"Sky-blue Sun-orchid","Endangered","Endangered"
"Caustis pentandra","https://id.biodiversity.org.au/node/apni/2893504","Caustis pentandra","Cyperaceae",,"Thick Twig-rush","Rare","Near Threatened"
"Schoenus latelaminatus","https://id.biodiversity.org.au/node/apni/2917819","Schoenus latelaminatus","Cyperaceae",,"Medusa Bog-rush","Endangered","Endangered"
"Beddomeia capensis","urn:lsid:biodiversity.org.au:afd.taxon:5527b130-b02a-4946-b10f-89b0a56817c0","Beddomeia capensis","Tateidae",,"Hydrobiid Snail (table Cape)","Endangered","Endangered"
"Gallirallus (Hypotaenidia) philippensis macquariensis","NZOR-6-101588","Gallirallus philippensis macquariensis","Rallidae",,"Buff-banded Rail (macquarie Island)","Extinct","Extinct"
"Caladenia lindleyana","https://id.biodiversity.org.au/node/apni/2895102","Caladenia lindleyana","Orchidaceae",,"Lindley's Spider-orchid","Endangered","Endangered"
"Pomaderris pilifera subsp. talpicutica","https://id.biodiversity.org.au/node/apni/2897322","Pomaderris pilifera subsp. talpicutica","Rhamnaceae",,"Moleskin Dogwood","Endangered","Endangered"
"Spyridium lawrencei","https://id.biodiversity.org.au/node/apni/2905781","Spyridium lawrencei","Rhamnaceae",,"Small-leaf Dustymiller","Vulnerable","Endangered"
"Westringia angustifolia","https://id.biodiversity.org.au/node/apni/2901966","Westringia angustifolia","Lamiaceae",,"Narrowleaf Westringia","Rare","Near Threatened"
"Arctocephalus tropicalis","urn:lsid:biodiversity.org.au:afd.taxon:69ad4103-0ffd-4588-99d7-19c6123ff026","Arctocephalus tropicalis","Otariidae",,"Subantarctic Fur-seal","Endangered","Endangered"
"Ranunculus acaulis","https://id.biodiversity.org.au/node/apni/2898388","Ranunculus acaulis","Ranunculaceae",,"Dune Buttercup","Rare","Near Threatened"
"Glycine microphylla","https://id.biodiversity.org.au/node/apni/2901152","Glycine microphylla","Fabaceae",,"Small-leaf Glycine","Vulnerable","Endangered"
"Carex rara subsp. capillacea","https://id.biodiversity.org.au/node/apni/2911264","Carex rara subsp. capillacea","Cyperaceae",,"Hair Sedge","Rare","Near Threatened"
"Sterna (Sterna) striata","urn:lsid:biodiversity.org.au:afd.taxon:4ba983b7-28eb-4593-9c68-8cbba4e68429","Sterna (Sterna) striata","Laridae",,"White-fronted Tern","Vulnerable","Endangered"
"Bolboschoenus caldwellii","https://id.biodiversity.org.au/node/apni/2889067","Bolboschoenus caldwellii","Cyperaceae",,"Marsh Club-rush","Rare","Near Threatened"
"Zieria veronicea subsp. veronicea","https://id.biodiversity.org.au/node/apni/2911634","Zieria veronicea subsp. veronicea","Rutaceae",,"Pink Zieria","Endangered","Endangered"
"Tricoryne elatior","https://id.biodiversity.org.au/node/apni/2893374","Tricoryne elatior","Hemerocallidaceae",,"Star Lily","Vulnerable","Endangered"
"Ranunculus collicola","https://id.biodiversity.org.au/node/apni/2896966","Ranunculus collicola","Ranunculaceae",,"Lake Augusta Buttercup","Rare","Near Threatened"
"Xanthoparmelia subloxodella","ALA_Xanthoparmelia_subloxodella","Xanthoparmelia subloxodella","Parmeliaceae",,,"Endangered","Endangered"
"Olgania excavata","urn:lsid:biodiversity.org.au:afd.taxon:c0b78ee3-8bfd-447e-8715-7be23da7294e","Olgania excavata","Micropholcommatidae",,"Bubs Hill Micro Cave Spider","Rare","Near Threatened"
"Theclinesthes serpentata lavara","ALA_Theclinesthes_serpentata_lavara","Theclinesthes serpentata lavara",,,"Chequered Blue","Rare","Near Threatened"
"Prasophyllum amoenum","https://id.biodiversity.org.au/node/apni/2910207","Prasophyllum amoenum","Orchidaceae",,"Dainty Leek-orchid","Endangered","Endangered"
"Pterostylis rubenachii","https://id.biodiversity.org.au/node/apni/2917557","Pterostylis rubenachii","Orchidaceae",,"Arthur River Greenhood","Endangered","Endangered"
"Xanthoparmelia oleosa","https://id.biodiversity.org.au/name/apni/155720","Xanthoparmelia oleosa","Parmeliaceae",,,"Rare","Near Threatened"
"Hibbertia obtusifolia","https://id.biodiversity.org.au/node/apni/2903565","Hibbertia obtusifolia","Dilleniaceae",,"Grey Guinea-flower","Extinct","Extinct"
"Lachnagrostis scabra subsp. scabra","ALA_Lachnagrostis_scabra_subsp_scabra","Lachnagrostis scabra subsp. scabra",,,"Meagre Blowngrass","Rare","Near Threatened"
"Allocasuarina duncanii","https://id.biodiversity.org.au/node/apni/2912979","Allocasuarina duncanii","Casuarinaceae",,"Conical Sheoak","Rare","Near Threatened"
"Limonium australe","https://id.biodiversity.org.au/node/apni/2905229","Limonium australe","Plumbaginaceae",,"Native Sea Lavender","Rare","Near Threatened"
"Cetraria islandica antarctica","https://id.biodiversity.org.au/name/apni/139910","Cetraria islandica subsp. antarctica","Parmeliaceae",,,"Rare","Near Threatened"
"Thylacinus cynocephalus","urn:lsid:biodiversity.org.au:afd.taxon:97764bed-9492-4066-a45f-e5b0c6c4280d","Thylacinus cynocephalus","Thylacinidae",,"Thylacine","Extinct","Extinct"
"Schoenoplectus tabernaemontani","https://id.biodiversity.org.au/node/apni/2894970","Schoenoplectus tabernaemontani","Cyperaceae",,"Grey Club-rush","Rare","Near Threatened"
"Senecio squarrosus","https://id.biodiversity.org.au/node/apni/2921048","Senecio squarrosus","Asteraceae",,"leafy fireweed","Rare","Near Threatened"
"Sowerbaea juncea","https://id.biodiversity.org.au/node/apni/8196909","Sowerbaea juncea","Asparagaceae",,"Chocolate Flower","Vulnerable","Endangered"
"Engaeus spinicaudatus","urn:lsid:biodiversity.org.au:afd.taxon:b5bac131-2579-48ad-b3b3-f8401d262da0","Engaeus spinicaudatus","Parastacidae",,"Scottsdale Burrowing Crayfish","Endangered","Endangered"
"Deyeuxia apsleyensis","https://id.biodiversity.org.au/node/apni/2907167","Deyeuxia apsleyensis","Poaceae",,"Apsley Bentgrass","Rare","Near Threatened"
"Lathamus discolor","urn:lsid:biodiversity.org.au:afd.taxon:3f12e573-a7b7-45e7-a6e4-aeae9bc3a9ed","Lathamus discolor","Psittacidae",,"Swift Parrot","Endangered","Endangered"
"Bunodophoron notatum","NZOR-6-63529","Bunodophoron notatum","Sphaerophoraceae",,,"Endangered","Endangered"
"Cyanoramphus novaezelandiae erythrotis","urn:lsid:biodiversity.org.au:afd.taxon:fea88eac-b0bd-4ed9-acaf-72ff3260d7ab","Cyanoramphus novaezelandiae erythrotis","Psittacidae",,"Macquarie Island Parakeet","Extinct","Extinct"
"Rytidosperma popinensis","https://id.biodiversity.org.au/name/apni/248674","Rytidosperma popinensis","Poaceae",,"Blue Wallabygrass","Endangered","Endangered"
"Cyphanthera tasmanica","https://id.biodiversity.org.au/node/apni/2897324","Cyphanthera tasmanica","Solanaceae",,"Tasmanian Rayflower","Rare","Near Threatened"
"Liparophyllum exaltatum","https://id.biodiversity.org.au/taxon/apni/51300269","Liparophyllum exaltatum","Menyanthaceae",,"Erect Marshflower","Rare","Near Threatened"
"Arthropodium strictum","https://id.biodiversity.org.au/node/apni/2899419","Arthropodium strictum","Asparagaceae",,"Chocolate Lily","Rare","Near Threatened"
"Baumea articulata","https://id.biodiversity.org.au/node/apni/2896041","Baumea articulata","Cyperaceae",,"Jointed Twig-rush","Rare","Near Threatened"
"Schayera baiulus","urn:lsid:biodiversity.org.au:afd.taxon:309a1f18-53b8-48dd-893f-387ec7ffe8a8","Schayera baiulus","Acrididae",,"Schayer's Grasshopper","Endangered","Endangered"
"Theclinesthes serpentatus lavara","urn:lsid:biodiversity.org.au:afd.taxon:592fc9b0-907b-4fa7-aa0f-76d102750e75","Theclinesthes serpentatus lavara","Lycaenidae",,"Chequered Blue","Rare","Near Threatened"
"Stellaria multiflora","https://id.biodiversity.org.au/node/apni/2913720","Stellaria multiflora","Caryophyllaceae",,"Many Flowered Starwort","Rare","Near Threatened"
"Prasophyllum tadgellianum","https://id.biodiversity.org.au/name/apni/106607","Prasophyllum tadgellianum","Orchidaceae",,"Tadgells Leek-orchid","Rare","Near Threatened"
"Schoenoplectus tabernaemontani","https://id.biodiversity.org.au/node/apni/2894970","Schoenoplectus tabernaemontani","Cyperaceae",,"Grey Club-rush","Rare","Near Threatened"
"Isopogon ceratophyllus","https://id.biodiversity.org.au/taxon/apni/51293461","Isopogon ceratophyllus","Proteaceae",,"Horny Cone-bush","Vulnerable","Endangered"
"Brunonia australis","https://id.biodiversity.org.au/node/apni/2915709","Brunonia australis","Goodeniaceae",,"Blue Pincushion","Rare","Near Threatened"
"Beddomeia protuberata","urn:lsid:biodiversity.org.au:afd.taxon:f1b377f4-42ba-4e98-9f26-a435a49c6ea6","Beddomeia protuberata","Tateidae",,"Hydrobiid Snail (emu River)","Rare","Near Threatened"
"Baumea articulata","https://id.biodiversity.org.au/node/apni/2896041","Baumea articulata","Cyperaceae",,"Jointed Rush","Rare","Near Threatened"
"Thelymitra mucida","https://id.biodiversity.org.au/name/apni/116008","Thelymitra mucida","Orchidaceae",,"Plum Orchid","Rare","Near Threatened"
"Xanthoparmelia vicaria","https://id.biodiversity.org.au/name/apni/164258","Xanthoparmelia vicaria","Parmeliaceae",,,"Rare","Near Threatened"
"Epacris graniticola","https://id.biodiversity.org.au/node/apni/2888537","Epacris graniticola","Ericaceae",,"Granite Heath","Vulnerable","Endangered"
"Stonesiella selaginoides","https://id.biodiversity.org.au/node/apni/2903108","Stonesiella selaginoides","Fabaceae",,"Clubmoss Bush-pea","Endangered","Endangered"
"Beddomeia forthensis","urn:lsid:biodiversity.org.au:afd.taxon:5cf13310-74fb-4f68-9199-601c970196c3","Beddomeia forthensis","Tateidae",,"Hydrobiid Snail (wilmot River)","Rare","Near Threatened"
"Galaxiella pusilla","urn:lsid:biodiversity.org.au:afd.taxon:142a28c4-46f2-48c3-9f3f-de6f29193196","Galaxiella pusilla","Galaxiidae",,"Eastern Dwarf Galaxias","Vulnerable","Endangered"
"Ambuchanania leucobryoides","https://id.biodiversity.org.au/node/ausmoss/10056848","Ambuchanania leucobryoides","Ambuchananiaceae",,"Daisy Pan Moss","Rare","Near Threatened"
"Corunastylis nudiscapa","https://id.biodiversity.org.au/name/apni/170787","Corunastylis nudiscapa","Orchidaceae",,"Brownish Midge-orchid","Endangered","Endangered"
"Alternanthera denticulata","https://id.biodiversity.org.au/taxon/apni/51266490","Alternanthera denticulata","Amaranthaceae",,"Lesser Joyweed","Endangered","Endangered"
"Barbarea australis","https://id.biodiversity.org.au/node/apni/2911800","Barbarea australis","Brassicaceae",,"Native Wintercress","Endangered","Endangered"
"Epacris barbata","https://id.biodiversity.org.au/node/apni/2918958","Epacris barbata","Ericaceae",,"Freycinet Heath","Endangered","Endangered"
"Milligania johnstonii","https://id.biodiversity.org.au/node/apni/2920091","Milligania johnstonii","Asteliaceae",,"Shortleaf Milligania","Rare","Near Threatened"
"Vittadinia cuneata var. cuneata","https://id.biodiversity.org.au/node/apni/2909796","Vittadinia cuneata var. cuneata","Asteraceae",,"Fuzzy New Holland Daisy","Rare","Near Threatened"
"Beddomeia salmonis","urn:lsid:biodiversity.org.au:afd.taxon:5ff69d50-84ef-4ffa-8093-bf799dc2b073","Beddomeia salmonis","Tateidae",,"Hydrobiid Snail (salmon River)","Rare","Near Threatened"
"Lobelia pratioides","https://id.biodiversity.org.au/node/apni/2915669","Lobelia pratioides","Campanulaceae",,"Poison Lobelia","Vulnerable","Endangered"
"Odixia achlaena","https://id.biodiversity.org.au/node/apni/2903490","Odixia achlaena","Asteraceae",,"Golden Everlastingbush","Rare","Near Threatened"
"Hickmanoxyomma cavaticum","urn:lsid:biodiversity.org.au:afd.taxon:6f749964-a3af-46fb-b5e0-f9a92902e1a6","Hickmanoxyomma cavaticum","Triaenonychidae",,"Cave Harvestman","Rare","Near Threatened"
"Calandrinia granulifera","https://id.biodiversity.org.au/node/apni/2893822","Calandrinia granulifera","Portulacaceae",,"Pigmy Purslane","Rare","Near Threatened"
"Prasophyllum incorrectum","https://id.biodiversity.org.au/node/apni/2888029","Prasophyllum incorrectum","Orchidaceae",,"Golfers Leek-orchid","Endangered","Endangered"
"Oceanites oceanicus","urn:lsid:biodiversity.org.au:afd.taxon:1a5f885e-085c-43df-ae01-6d70aa348c08","Oceanites oceanicus","Oceanitidae",,"Wilson's Storm-petrel","Rare","Near Threatened"
"Potamogeton pectinatus","https://id.biodiversity.org.au/node/apni/2909603","Stuckenia pectinata","Potamogetonaceae",,"Fennel Pondweed","Rare","Near Threatened"
"Deyeuxia lawrencei","https://id.biodiversity.org.au/node/apni/2909511","Deyeuxia lawrencei","Poaceae",,"Lawrences Bentgrass","Extinct","Extinct"
"Prasophyllum crebriflorum","https://id.biodiversity.org.au/node/apni/2918968","Prasophyllum crebriflorum","Orchidaceae",,"Crowded Leek-orchid","Endangered","Endangered"
"Dromaius ater","urn:lsid:biodiversity.org.au:afd.taxon:2bcb389f-e2e3-49ac-9e88-f3e04ba7423b","Dromaius ater","Casuariidae",,"King Island Emu","Extinct","Extinct"
"Viola hederacea subsp. curtisiae","https://id.biodiversity.org.au/node/apni/2890129","Viola hederacea subsp. curtisiae","Violaceae",,"Montane Ivyleaf Violet","Rare","Near Threatened"
"Agrostis australiensis","https://id.biodiversity.org.au/node/apni/2907094","Agrostis australiensis","Poaceae",,"Australian Bent","Rare","Near Threatened"
"Parmeliopsis hyperopta","ALA_Parmeliopsis_hyperopta","Parmeliopsis hyperopta",,,"Bran Lichen","Rare","Near Threatened"
"Bossiaea obcordata","https://id.biodiversity.org.au/node/apni/2892116","Bossiaea obcordata","Fabaceae",,"Spiny Bossiaea","Rare","Near Threatened"
"Cynoglossum australe","https://id.biodiversity.org.au/node/apni/2904662","Cynoglossum australe","Boraginaceae",,"Australian Hound's-tongue","Rare","Near Threatened"
"Costora iena","urn:lsid:biodiversity.org.au:afd.taxon:7de808fb-0b73-4b64-88ee-c081b5807045","Costora iena","Conoesucidae",,"Caddis Fly (great Lakes)","Extinct","Extinct"
"Xanthoparmelia amphixantha","https://id.biodiversity.org.au/name/apni/135078","Xanthoparmelia amphixantha","Parmeliaceae",,,"Endangered","Endangered"
"Atriplex suberecta","https://id.biodiversity.org.au/node/apni/2886781","Atriplex suberecta","Chenopodiaceae",,"Lagoon Saltbush","Vulnerable","Endangered"
"Juncus prismatocarpus","https://id.biodiversity.org.au/node/apni/2910641","Juncus prismatocarpus","Juncaceae",,"Branching Rush","Rare","Near Threatened"
"Lycopus australis","https://id.biodiversity.org.au/node/apni/2906908","Lycopus australis","Lamiaceae",,"Australian Gipsywort","Endangered","Endangered"
"Spyridium eriocephalum var. eriocephalum","https://id.biodiversity.org.au/node/apni/2915609","Spyridium eriocephalum var. eriocephalum","Rhamnaceae",,"Heath Spyridium","Endangered","Endangered"
"Prasophyllum taphanyx","https://id.biodiversity.org.au/node/apni/2888547","Prasophyllum taphanyx","Orchidaceae",,"Graveside Leek-orchid","Endangered","Endangered"
"Isoetes elatior","https://id.biodiversity.org.au/node/apni/2913106","Isoetes elatior","Isoetaceae",,"Tall Quillwort","Rare","Near Threatened"
"Leucopogon lanceolatus var. lanceolatus","ALA_Leucopogon_lanceolatus_var_lanceolatus","Leucopogon lanceolatus var. lanceolatus",,,"Lance Beardheath","Rare","Near Threatened"
"Spyridium vexilliferum var. vexilliferum","https://id.biodiversity.org.au/node/apni/2886899","Spyridium vexilliferum var. vexilliferum","Rhamnaceae",,"Winged Spyridium","Rare","Near Threatened"
"Xanthoparmelia vicaria","https://id.biodiversity.org.au/name/apni/164258","Xanthoparmelia vicaria","Parmeliaceae",,,"Rare","Near Threatened"
