action,taxon_name,id,taxon_id,status,iucn_equivalent,authority,url,geoprivacy,place_id,username,description
UPDATE,Lastreopsis acuminata,152373,437639,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/taxon/apni/51283673,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Lobelia beaugleholei,152369,817980,Vulnerable,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2912125,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Lophochroa leadbeateri,152397,145357,Rare,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://biodiversity.org.au/afd/taxa/5815e99d-01cd-4a92-99ba-36f480c4834d,open,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Lophoictinia isura,152382,5286,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://biodiversity.org.au/afd/taxa/715a2874-1942-4762-866c-1194990e7a91,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Lycopodiella serpentina,152374,403648,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2905113,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Lycopodium deuterodensum,152387,366753,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2894158,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Microtis orbicularis,152406,603126,Vulnerable,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/taxon/apni/51406638,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Najas tenuifolia,152352,369662,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2899774,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Nephrurus deleani,152395,34197,Rare,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://biodiversity.org.au/afd/taxa/06125aff-65f8-44f1-bb4a-afa372cb8180,open,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Nertera granadensis,152393,165694,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2918971,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Ninox strenua,264778,20115,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://biodiversity.org.au/afd/taxa/d1c5dee0-0de6-487c-bf10-9fc5188ab671,open,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Nymphoides geminata,152337,404244,Vulnerable,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2901603,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Ornithorhynchus anatinus,151190,43236,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://biodiversity.org.au/afd/taxa/ac61fd14-4950-4566-b384-304bd99ca75f,open,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Polystichum proliferum,152336,323508,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2891946,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Polytelis alexandrae,152391,19250,Vulnerable,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://biodiversity.org.au/afd/taxa/be7a08f5-387f-4156-91e2-77f0d3d09d8c,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Polytelis anthopeplus monarchoides,154406,728998,Vulnerable,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://biodiversity.org.au/afd/taxa/1958a1ff-0233-4257-9f8c-032dcadb6fea,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Prasophyllum spicatum,152377,870030,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/taxon/apni/51409964,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Prasophyllum validum,152404,557975,Vulnerable,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/taxon/apni/51409992,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Psilotum nudum,152342,167517,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2902873,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Pterostylis chlorogramma,152411,552469,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/taxon/apni/51412060,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Pterostylis concinna,152349,140424,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/taxon/apni/51412078,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Pterostylis despectans,152344,553200,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/taxon/apni/51412102,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Pterostylis lustra,152423,603246,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/taxon/apni/51412202,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Pterostylis melagramma,152398,516647,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/taxon/apni/51412216,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Pterostylis parviflora,152375,323438,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/taxon/apni/51412254,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Pterostylis setifera,152328,553201,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/taxon/apni/51412328,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Pterostylis tasmanica,152332,405444,Vulnerable,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/taxon/apni/51316831,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Pterostylis tenuissima,152378,553266,Vulnerable,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/taxon/apni/51412410,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Pterostylis xerophila,152370,554217,Vulnerable,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/taxon/apni/51412450,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Ptilotus angustifolius,223419,1104996,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/name/apni/51254007,open,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Pycnosorus globosus,152331,479920,Vulnerable,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2915561,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Rhodanthe anthemoides,152334,83554,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2897086,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Santalum spicatum,152366,793376,Vulnerable,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2907960,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Scaevola calendulacea,152414,421590,Vulnerable,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2895703,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Scaevola hookeri,152383,323238,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2907106,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Schizaea bifida,152415,405884,Vulnerable,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2913835,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Schizaea fistulosa,152351,323528,Vulnerable,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2917239,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Stypandra glauca,152419,353957,Vulnerable,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2892177,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Swainsona murrayana,152385,138600,Vulnerable,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2888731,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Swainsona procumbens,152362,557455,Vulnerable,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2907326,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Thelionema caespitosum,152422,423671,Vulnerable,Vulnerable,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2918860,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
UPDATE,Thelymitra circumsepta,152372,323447,Endangered,Endangered,South Australia Department for Environment and Water,https://bie.ala.org.au/species/https://id.biodiversity.org.au/taxon/apni/51414256,obscured,6899,peggydnew,Listed as Threatened - refer to https://www.environment.sa.gov.au/topics/plants-and-animals/threatened-species-and-ecological-communities/threatened-species
