id,taxonid,scientificName,taxonstatus,authority,taxonurl,taxonID,kingdom,class,family,vernacularName,scientificNameAuthorship,sourceStatus,Significant,status,Endemicity,EPBC Status
152510.0,369235.0,Dendrobium canaliculatum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=17449,17449.0,Plantae,Equisetopsida,Orchidaceae,,R.Br.,SL,Y,Special least concern,Not Endemic to Australia,
152804.0,332220.0,Sarcochilus ceciliae,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=9187,9187.0,Plantae,Equisetopsida,Orchidaceae,fairy bells,F.Muell.,SL,Y,Special least concern,Intranational,
152499.0,334813.0,Dipodium punctatum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=14606,14606.0,Plantae,Equisetopsida,Orchidaceae,,(Sm.) R.Br.,SL,Y,Special least concern,Intranational,
224630.0,1076760.0,Eucalyptus hallii,VU,Queensland Nature Conservation Act 1992,https://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20433,,,,,,,,,,,
169892.0,40911.0,Pteropus conspicillatus,EN,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=986,,,,,,,,,,,
152791.0,140878.0,Bulbophyllum radicans,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,13482.0,Plantae,Equisetopsida,Orchidaceae,,F.M.Bailey,SL,Y,Special least concern,Queensland Endemic,
152713.0,370201.0,Bulbophyllum macphersonii,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,13488.0,Plantae,Equisetopsida,Orchidaceae,,Rupp,SL,Y,Special least concern,Queensland Endemic,
224631.0,954310.0,Melaleuca cheelii,NT,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=14387,,,,,,,,,,,
169672.0,911553.0,Boronia rivularis,Near threatened,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=17842,,,,,,,,,,,
162715.0,1061821.0,Cryptandra ciliata,NT,Queensland,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2915189#overview,,,,,,,,,,,
162719.0,1134227.0,Cryptandra debilis,LC,Queensland,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2920997#overview,,,,,,,,,,,
170026.0,1112197.0,Ricinocarpos speciosus,VU,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=14088,,,,,,,,,,,
265772.0,1399684.0,Diploglottis campbellii,EN,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=14603,,,,,,,,,,,
169944.0,1004434.0,Oberonia crateriformis,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=36250,36250.0,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones & M.A.Clem.,SL,Y,Special least concern,Queensland Endemic,
169945.0,429621.0,Gastrodia queenslandica,Near threatened,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=30797,,,,,,,,,,,
152564.0,429601.0,Gastrodia crebriflora,Vulnerable,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=7948,7948.0,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,V,Y,Vulnerable,Queensland Endemic,
169946.0,427505.0,Dienia ophrydis,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=5765,41762.0,Plantae,Equisetopsida,Orchidaceae,,(J.Koenig) Seidenf. & Ormerod,SL,Y,Special least concern,Queensland Endemic,
169947.0,866909.0,Liparis swenssonii,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=36435,,,,,,,,,,,
169948.0,370125.0,Liparis simmondsii,Near threatened,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=36434,,,,,,,,,,,
264659.0,35028.0,Denisonia maculata,VU ,Queensland Department of Environment and Science,https://apps.des.qld.gov.au/species-search/details/?id=483,,,,,,,,,,,
170455.0,1030024.0,Dendrobium lichenastrum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=9367,9367.0,Plantae,Equisetopsida,Orchidaceae,,(F.Muell.) Kraenzl.,SL,Y,Special least concern,Queensland Endemic,
170457.0,1157024.0,Dendrobium fellowsii,Vulnerable,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=10523,10523.0,Plantae,Equisetopsida,Orchidaceae,,F.Muell.,V,Y,Vulnerable,Queensland Endemic,
169813.0,1262109.0,Thrixspermum congestum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=22806,22806.0,Plantae,Equisetopsida,Orchidaceae,,(F.M.Bailey) Dockrill,SL,Y,Special least concern,Queensland Endemic,
152703.0,874635.0,Sarcochilus parviflorus,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=35904,35904.0,Plantae,Equisetopsida,Orchidaceae,,Lindl.,SL,Y,Special least concern,Intranational,
152881.0,426563.0,Robiquetia,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=21419,21419.0,Plantae,Equisetopsida,Orchidaceae,,,,N,,,
152716.0,426824.0,Thelasis,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=21620,21620.0,Plantae,Equisetopsida,Orchidaceae,,,,N,,Unknown,
152651.0,370001.0,Cymbidium madidum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=13963,13963.0,Plantae,Equisetopsida,Orchidaceae,,Lindl.,SL,Y,Special least concern,Queensland Endemic,
165362.0,370219.0,Geodorum densiflorum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=8197,8197.0,Plantae,Equisetopsida,Orchidaceae,pink nodding orchid,(Lam.) Schltr.,SL,Y,Special least concern,Not Endemic to Australia,
152742.0,83357.0,Glossodia major,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12809,12809.0,Plantae,Equisetopsida,Orchidaceae,wax-lip orchid,R.Br.,SL,Y,Special least concern,Intranational,
170107.0,894252.0,Bulbophyllum exiguum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=14017,14017.0,Plantae,Equisetopsida,Orchidaceae,,F.Muell.,SL,Y,Special least concern,Intranational,
170108.0,1109879.0,Bulbophyllum schillerianum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=10323,10323.0,Plantae,Equisetopsida,Orchidaceae,red rope orchid,Rchb.f.,SL,Y,Special least concern,Intranational,
152895.0,882400.0,Dendrobium bifalce,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=13284,13284.0,Plantae,Equisetopsida,Orchidaceae,,Lindl.,SL,Y,Special least concern,Regional Endemic,
152512.0,534410.0,Dendrobium gracilicaule,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12834,12834.0,Plantae,Equisetopsida,Orchidaceae,slender orchid,F.Muell.,SL,Y,Special least concern,Intranational,
170110.0,1063311.0,Dendrobium nindii,Endangered,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12837,12837.0,Plantae,Equisetopsida,Orchidaceae,blue orchid,W.Hill,E,Y,Endangered,Regional Endemic,Endangered
165531.0,369236.0,Dendrobium discolor,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12828,12828.0,Plantae,Equisetopsida,Orchidaceae,,Lindl.,SL,Y,Special least concern,Regional Endemic,
170111.0,1142416.0,Dendrobium trilamellatum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=8177,8177.0,Plantae,Equisetopsida,Orchidaceae,yellow antelope orchid,J.J.Sm.,SL,Y,Special least concern,Intranational,
170114.0,344967.0,Dendrobium bigibbum,Vulnerable,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=13977,13977.0,Plantae,Equisetopsida,Orchidaceae,Cooktown orchid,Lindl.,V,Y,Vulnerable,Queensland Endemic,Vulnerable
170456.0,1119248.0,Dendrobium toressae,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12841,12841.0,Plantae,Equisetopsida,Orchidaceae,,(F.M.Bailey) Dockrill,SL,Y,Special least concern,Queensland Endemic,
165523.0,481665.0,Cymbidium suave,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=17506,17506.0,Plantae,Equisetopsida,Orchidaceae,,R.Br.,SL,Y,Special least concern,Intranational,
170118.0,1244136.0,Corymbia xanthope,Vulnerable,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=6568,,,,,,,,,,,
170143.0,23604.0,Litoria dentata,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=617,,,,,,,,,,,
170164.0,20166.0,Ninox connivens,LC,Atlas of Living Australia,https://bie.ala.org.au/species/urn:lsid:biodiversity.org.au:afd.taxon:a64b3461-23eb-47fe-9cf1-5d639ea47670,,,,,,,,,,,
224634.0,781303.0,Parsonsia tenuis,VU,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=11170,,,,,,,,,,,
170249.0,4925.0,Burhinus grallarius,EN,Atlas of Living Australia,https://bie.ala.org.au/species/urn:lsid:biodiversity.org.au:afd.taxon:9e797cd8-e8a0-40ed-a2a6-6abecff8e21f,,,,,,,,,,,
159918.0,898644.0,Acacia attenuata,VU,Queensland,https://www.legislation.qld.gov.au/view/html/inforce/current/sl-2006-0206#sch.3,,,,,,,,,,,
160798.0,1121183.0,Acacia calantha,NT ,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=14901,,,,,,,,,,,
160799.0,1121184.0,Acacia islana,NT,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=14915,,,,,,,,,,,
180953.0,1033327.0,Grevillea linsmithii,EN,Nature Conservation Act 1992,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2905713,,,,,,,,,,,
162888.0,578518.0,Acacia ruppii,VU,Queensland,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2901189,,,,,,,,,,,
268723.0,898869.0,Euphrasia bella,EN,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=13909,,,,,,,,,,,
268728.0,1014857.0,Calochilus ammobius,Special least concern (SL),Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=27933,27933.0,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones & B.Gray,SL,Y,Special least concern,Queensland Endemic,
268780.0,534299.0,Helicia ferruginea,VU,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=14491,,,,,,,,,,,
268729.0,1255202.0,Calochilus caeruleus,SL,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=8204,8204.0,Plantae,Equisetopsida,Orchidaceae,blue beards,L.O.Williams,SL,Y,Special least concern,Regional Endemic,
268730.0,1255204.0,Calochilus cleistanthus,SL,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=30808,30808.0,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
268731.0,958399.0,Calochilus grandiflorus,SL,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=14139,14139.0,Plantae,Equisetopsida,Orchidaceae,giant beard orchid,(Benth.) Domin,SL,Y,Special least concern,Intranational,
152610.0,369421.0,Caladenia fuscata,LC Sensitive Species,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,8247.0,Plantae,Equisetopsida,Orchidaceae,,(Rchb.f.) M.A.Clem. & D.L.Jones,SL,Y,Special least concern,Intranational,
267783.0,201635.0,Myristica globosa muelleri,LC,Queensland,https://apps.des.qld.gov.au/species-search/details/?id=6556,,,,,,,,,,,
263902.0,1289379.0,Chloebia gouldiae,EN,Atlas of Living Australia,https://bie.ala.org.au/species/urn:lsid:biodiversity.org.au:afd.taxon:21dc0ca1-1639-496b-ba41-e2903491b666,1376.0,Animalia,Aves,Estrildidae,Gouldian finch,"(Gould, 1844)",E,Y,Endangered,Intranational,Endangered
234854.0,42729.0,Petaurus australis,VU,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=875,,,,,,,,,,,
180821.0,1278873.0,Coleus habrophyllus,EN,Nature Conservation Act 1992,http://155.187.2.69/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64589,,,,,,,,,,,
165529.0,83520.0,Dendrobium speciosum,SL,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=14631,14631.0,Plantae,Equisetopsida,Orchidaceae,,Sm.,SL,Y,Special least concern,Intranational,
180831.0,913381.0,Comesperma oblongatum,Vulnerable,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12826,,,,,,,,,,,
152483.0,370788.0,Pterostylis grandiflora,SL,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=12694,12694.0,Plantae,Equisetopsida,Orchidaceae,,R.Br.,SL,Y,Special least concern,Intranational,
264555.0,1074506.0,Eucalyptus chloroclada,LC,Queensland Department of Environment and Science,https://apps.des.qld.gov.au/species-search/details/?id=17249,,,,,,,,,,,
264574.0,543986.0,Gossia fragrantissima,EN,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=27385,,,,,,,,,,,
264524.0,13929.0,Poephila cincta,EN,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=1365,,,,,,,,,,,
180715.0,1275706.0,Sarcochilus loganii,LC,Queensland Nature Conservation Act 1992,https://www.data.qld.gov.au/dataset/queensland-confidential-species,40952.0,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones & M.A.Clem.,SL,Y,Special least concern,Queensland Endemic,
234857.0,1202976.0,Petauroides armillatus,EN,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=2455,,,,,,,,,,,
180996.0,1282439.0,Parsonsia largiflorens,EN,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=16523,,,,,,,,,,,
152676.0,140426.0,Pterostylis hispidula,SL,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=8179,8179.0,Plantae,Equisetopsida,Orchidaceae,,Fitzg.,SL,Y,Special least concern,Intranational,
152887.0,369224.0,Corybas barbarae,SL,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=9265,9265.0,Plantae,Equisetopsida,Orchidaceae,helmet orchid,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
263863.0,1094648.0,Uromyrtus lamingtonensis,VU,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=25949,,,,,,,,,,,
152559.0,878273.0,Corybas abellianus,NT,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,13328.0,Plantae,Equisetopsida,Orchidaceae,nodding helmet orchid,Dockrill,NT,Y,Near Threatened,Queensland Endemic,
182980.0,1282713.0,Eucalyptus codonocarpa,NT,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=3571,,,,,,,,,,,
268732.0,1255207.0,Calochilus imperiosus,SL,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=30809,30809.0,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
268733.0,1255208.0,Calochilus metallicus,SL,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=30803,30803.0,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
268734.0,1255211.0,Calochilus psednus,EN,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=8548,8548.0,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones & Lavarack,E,Y,Endangered,Queensland Endemic,Endangered
265601.0,1072558.0,Jasminum jenniae,EN,Queensland Government,,,,,,,,,,,,
265600.0,1039683.0,Pterostylis hildae,SL,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12703,12703.0,Plantae,Equisetopsida,Orchidaceae,rainforest greenhood,Nicholls,SL,Y,Special least concern,Intranational,
223532.0,865252.0,Graptophyllum reticulatum,EN,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=9161,,,,,,,,,,,
212313.0,334722.0,Leptospermum luehmannii,VU,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=13466,,,,,,,,,,,
212497.0,1048269.0,Leptospermum barneyense,VU,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=29864,,,,,,,,,,,
223608.0,1015555.0,Symplocos harroldii,NT,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=7608,,,,,,,,,,,
223558.0,1298139.0,Toechima pterocarpum,EN,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=9877,,,,,,,,,,,
268736.0,1145484.0,Calochilus therophilus,SL,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=36010,36010.0,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,SL,Y,Special least concern,Intranational,
152604.0,417787.0,Calochilus campestris,SL,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,14140.0,Plantae,Equisetopsida,Orchidaceae,copper beard orchid,R.Br.,SL,Y,Special least concern,Intranational,
159369.0,321105.0,Dipodium variegatum,Least Concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=9275,9275.0,Plantae,Equisetopsida,Orchidaceae,,M.A.Clem. & D.L.Jones,SL,Y,Special least concern,Intranational,
152799.0,83533.0,Dendrobium linguiforme,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=5779,,,,,,,,,,,
222739.0,538061.0,Rhodamnia maideniana,CR,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=13407,,,,,,,,,,,
223095.0,1286260.0,Leptospermum oreophilum,VU,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=13415,,,,,,,,,,,
