id,taxonid,scientificName,taxonstatus,authority,taxonurl,taxonID,kingdom,class,family,vernacularName,scientificNameAuthorship,sourceStatus,Significant,status,Endemicity,EPBC Status
152717,140454,Phaius,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=21267,21267,Plantae,Equisetopsida,Orchidaceae,,,,N,,Not Endemic to Australia,
152769,82321,Spathoglottis,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=21522,21522,Plantae,Equisetopsida,Orchidaceae,,,,N,,Unknown,
152863,83522,Diuris sulphurea,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,14608,Plantae,Equisetopsida,Orchidaceae,tiger orchid,R.Br.,SL,Y,Special least concern,Intranational,
180749,493680,Cymbidium canaliculatum,LC,Queensland Department of Environment and Science,https://apps.des.qld.gov.au/species-search/details/?id=17505,17505,Plantae,Equisetopsida,Orchidaceae,,R.Br.,SL,Y,Special least concern,Intranational,
164471,321094,Cryptostylis erecta,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=13277,13277,Plantae,Equisetopsida,Orchidaceae,bonnet orchid,R.Br.,SL,Y,Special least concern,Intranational,
152510,369235,Dendrobium canaliculatum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=17449,17449,Plantae,Equisetopsida,Orchidaceae,,R.Br.,SL,Y,Special least concern,Not Endemic to Australia,
152804,332220,Sarcochilus ceciliae,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=9187,9187,Plantae,Equisetopsida,Orchidaceae,fairy bells,F.Muell.,SL,Y,Special least concern,Intranational,
152499,334813,Dipodium punctatum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=14606,14606,Plantae,Equisetopsida,Orchidaceae,,(Sm.) R.Br.,SL,Y,Special least concern,Intranational,
152791,140878,Bulbophyllum radicans,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,13482,Plantae,Equisetopsida,Orchidaceae,,F.M.Bailey,SL,Y,Special least concern,Queensland Endemic,
152713,370201,Bulbophyllum macphersonii,LC,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,13488,Plantae,Equisetopsida,Orchidaceae,,Rupp,SL,Y,Special least concern,Queensland Endemic,
169944,1004434,Oberonia crateriformis,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=36250,36250,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones & M.A.Clem.,SL,Y,Special least concern,Queensland Endemic,
152564,429601,Gastrodia crebriflora,Vulnerable,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=7948,7948,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,V,Y,Vulnerable,Queensland Endemic,
169946,427505,Dienia ophrydis,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=5765,41762,Plantae,Equisetopsida,Orchidaceae,,(J.Koenig) Seidenf. & Ormerod,SL,Y,Special least concern,Queensland Endemic,
170455,1030024,Dendrobium lichenastrum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=9367,9367,Plantae,Equisetopsida,Orchidaceae,,(F.Muell.) Kraenzl.,SL,Y,Special least concern,Queensland Endemic,
170457,1157024,Dendrobium fellowsii,Vulnerable,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=10523,10523,Plantae,Equisetopsida,Orchidaceae,,F.Muell.,V,Y,Vulnerable,Queensland Endemic,
169813,1262109,Thrixspermum congestum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=22806,22806,Plantae,Equisetopsida,Orchidaceae,,(F.M.Bailey) Dockrill,SL,Y,Special least concern,Queensland Endemic,
152703,874635,Sarcochilus parviflorus,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=35904,35904,Plantae,Equisetopsida,Orchidaceae,,Lindl.,SL,Y,Special least concern,Intranational,
152881,426563,Robiquetia,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=21419,21419,Plantae,Equisetopsida,Orchidaceae,,,,N,,,
152716,426824,Thelasis,Confidential,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=21620,21620,Plantae,Equisetopsida,Orchidaceae,,,,N,,Unknown,
152651,370001,Cymbidium madidum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=13963,13963,Plantae,Equisetopsida,Orchidaceae,,Lindl.,SL,Y,Special least concern,Queensland Endemic,
165362,370219,Geodorum densiflorum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=8197,8197,Plantae,Equisetopsida,Orchidaceae,pink nodding orchid,(Lam.) Schltr.,SL,Y,Special least concern,Not Endemic to Australia,
152742,83357,Glossodia major,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12809,12809,Plantae,Equisetopsida,Orchidaceae,wax-lip orchid,R.Br.,SL,Y,Special least concern,Intranational,
170107,894252,Bulbophyllum exiguum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=14017,14017,Plantae,Equisetopsida,Orchidaceae,,F.Muell.,SL,Y,Special least concern,Intranational,
170108,1109879,Bulbophyllum schillerianum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=10323,10323,Plantae,Equisetopsida,Orchidaceae,red rope orchid,Rchb.f.,SL,Y,Special least concern,Intranational,
152895,882400,Dendrobium bifalce,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=13284,13284,Plantae,Equisetopsida,Orchidaceae,,Lindl.,SL,Y,Special least concern,Regional Endemic,
152512,534410,Dendrobium gracilicaule,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12834,12834,Plantae,Equisetopsida,Orchidaceae,slender orchid,F.Muell.,SL,Y,Special least concern,Intranational,
170110,1063311,Dendrobium nindii,Endangered,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12837,12837,Plantae,Equisetopsida,Orchidaceae,blue orchid,W.Hill,E,Y,Endangered,Regional Endemic,Endangered
165531,369236,Dendrobium discolor,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12828,12828,Plantae,Equisetopsida,Orchidaceae,,Lindl.,SL,Y,Special least concern,Regional Endemic,
170111,1142416,Dendrobium trilamellatum,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=8177,8177,Plantae,Equisetopsida,Orchidaceae,yellow antelope orchid,J.J.Sm.,SL,Y,Special least concern,Intranational,
170114,344967,Dendrobium bigibbum,Vulnerable,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=13977,13977,Plantae,Equisetopsida,Orchidaceae,Cooktown orchid,Lindl.,V,Y,Vulnerable,Queensland Endemic,Vulnerable
170456,1119248,Dendrobium toressae,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12841,12841,Plantae,Equisetopsida,Orchidaceae,,(F.M.Bailey) Dockrill,SL,Y,Special least concern,Queensland Endemic,
165523,481665,Cymbidium suave,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=17506,17506,Plantae,Equisetopsida,Orchidaceae,,R.Br.,SL,Y,Special least concern,Intranational,
268728,1014857,Calochilus ammobius,Special least concern (SL),Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=27933,27933,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones & B.Gray,SL,Y,Special least concern,Queensland Endemic,
268729,1255202,Calochilus caeruleus,SL,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=8204,8204,Plantae,Equisetopsida,Orchidaceae,blue beards,L.O.Williams,SL,Y,Special least concern,Regional Endemic,
268730,1255204,Calochilus cleistanthus,SL,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=30808,30808,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
268731,958399,Calochilus grandiflorus,SL,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=14139,14139,Plantae,Equisetopsida,Orchidaceae,giant beard orchid,(Benth.) Domin,SL,Y,Special least concern,Intranational,
152610,369421,Caladenia fuscata,LC Sensitive Species,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,8247,Plantae,Equisetopsida,Orchidaceae,,(Rchb.f.) M.A.Clem. & D.L.Jones,SL,Y,Special least concern,Intranational,
263902,1289379,Chloebia gouldiae,EN,Atlas of Living Australia,https://bie.ala.org.au/species/urn:lsid:biodiversity.org.au:afd.taxon:21dc0ca1-1639-496b-ba41-e2903491b666,1376,Animalia,Aves,Estrildidae,Gouldian finch,"(Gould, 1844)",E,Y,Endangered,Intranational,Endangered
165529,83520,Dendrobium speciosum,SL,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=14631,14631,Plantae,Equisetopsida,Orchidaceae,,Sm.,SL,Y,Special least concern,Intranational,
152483,370788,Pterostylis grandiflora,SL,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=12694,12694,Plantae,Equisetopsida,Orchidaceae,,R.Br.,SL,Y,Special least concern,Intranational,
180715,1275706,Sarcochilus loganii,LC,Queensland Nature Conservation Act 1992,https://www.data.qld.gov.au/dataset/queensland-confidential-species,40952,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones & M.A.Clem.,SL,Y,Special least concern,Queensland Endemic,
152676,140426,Pterostylis hispidula,SL,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=8179,8179,Plantae,Equisetopsida,Orchidaceae,,Fitzg.,SL,Y,Special least concern,Intranational,
152887,369224,Corybas barbarae,SL,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=9265,9265,Plantae,Equisetopsida,Orchidaceae,helmet orchid,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
152559,878273,Corybas abellianus,NT,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,13328,Plantae,Equisetopsida,Orchidaceae,nodding helmet orchid,Dockrill,NT,Y,Near Threatened,Queensland Endemic,
268732,1255207,Calochilus imperiosus,SL,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=30809,30809,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
268733,1255208,Calochilus metallicus,SL,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=30803,30803,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
268734,1255211,Calochilus psednus,EN,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=8548,8548,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones & Lavarack,E,Y,Endangered,Queensland Endemic,Endangered
265600,1039683,Pterostylis hildae,SL,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12703,12703,Plantae,Equisetopsida,Orchidaceae,rainforest greenhood,Nicholls,SL,Y,Special least concern,Intranational,
268736,1145484,Calochilus therophilus,SL,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=36010,36010,Plantae,Equisetopsida,Orchidaceae,,D.L.Jones,SL,Y,Special least concern,Intranational,
152604,417787,Calochilus campestris,SL,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,14140,Plantae,Equisetopsida,Orchidaceae,copper beard orchid,R.Br.,SL,Y,Special least concern,Intranational,
159369,321105,Dipodium variegatum,Least Concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=9275,9275,Plantae,Equisetopsida,Orchidaceae,,M.A.Clem. & D.L.Jones,SL,Y,Special least concern,Intranational,
234877,782795,Euastacus binzayedi,CR,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=36167,36167,Animalia,Malacostraca,Parastacidae,,"Coughran & Furse, 2013",CR,Y,Critically Endangered,Queensland Endemic,
263909,1307466,Octarrhena pusilla,SL,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=7920,7920,Plantae,Equisetopsida,Orchidaceae,,(F.M.Bailey) M.A.Clem. & D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
152542,323907,Corybas fimbriatus,LC Confidential Species (SL),QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=13326,13326,Plantae,Equisetopsida,Orchidaceae,fringed helmet orchid,(R.Br.) Rchb.f.,SL,Y,Special least concern,Intranational,
152892,427480,Dendrobium lobbii,SL,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=12833,12833,Plantae,Equisetopsida,Orchidaceae,,Teijsm. & Binn.,SL,Y,Special least concern,Not Endemic to Australia,
262519,1074635,Dendrobium schneiderae,NT,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=12839,19822,Plantae,Equisetopsida,Orchidaceae,,F.M.Bailey,C,N,Least concern,,
152830,805371,Bulbophyllum argyropus,VU,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=9493,9493,Plantae,Equisetopsida,Orchidaceae,,(Endl.) Rchb.f.,V,Y,Vulnerable,Intranational,
223098,1003032,Antrophyum austroqueenslandicum,CE,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=2427,2427,Plantae,Equisetopsida,Pteridaceae,,D.L.Jones,CR,Y,Critically Endangered,Queensland Endemic,Critically Endangered
152766,323437,Pterostylis pedunculata,LC,Atlas of Living Australia,https://bie.ala.org.au/species/https://id.biodiversity.org.au/name/apni/75254,12696,Plantae,Equisetopsida,Orchidaceae,maroonhood,R.Br.,SL,Y,Special least concern,Intranational,
152853,43357,Pholidota,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,21277,Plantae,Equisetopsida,Orchidaceae,,,C,N,Least concern,Unknown,
163917,348343,Nepenthes mirabilis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,16622,Plantae,Equisetopsida,Nepenthaceae,tropical pitcher plant,(Lour.) Druce,SL,Y,Special least concern,Regional Endemic,
152635,896713,Arthrochilus irritabilis,SL,QLD DEHP,https://apps.des.qld.gov.au/species-search/details/?id=15816,15816,Plantae,Equisetopsida,Orchidaceae,leafy elbow orchid,F.Muell.,SL,Y,Special least concern,Queensland Endemic,
165370,135833,Macrozamia cardiacensis,Vulnerable,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=18142,18142,Plantae,Equisetopsida,Zamiaceae,,P.I.Forst. & D.L.Jones,V,Y,Vulnerable,Queensland Endemic,
165371,135821,Macrozamia conferta,Vulnerable,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=6525,6525,Plantae,Equisetopsida,Zamiaceae,,D.L.Jones & P.I.Forst.,V,Y,Vulnerable,Queensland Endemic,Vulnerable
165374,135825,Macrozamia cranei,Endangered,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=6478,6478,Plantae,Equisetopsida,Zamiaceae,,D.L.Jones & P.I.Forst.,E,Y,Endangered,Queensland Endemic,Endangered
165375,135826,Macrozamia crassifolia,Vulnerable,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=6479,6479,Plantae,Equisetopsida,Zamiaceae,,P.I.Forst. & D.L.Jones,V,Y,Vulnerable,Queensland Endemic,
165376,135836,Macrozamia douglasii,Least concern,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=8435,8435,Plantae,Equisetopsida,Zamiaceae,,W.Hill ex F.M.Bailey,SL,Y,Special least concern,Queensland Endemic,
165377,135839,Macrozamia fearnsidei,Least concern,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=8851,8851,Plantae,Equisetopsida,Zamiaceae,,D.L.Jones,SL,Y,Special least concern,Queensland Endemic,
165378,135828,Macrozamia lomandroides,Endangered,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=8511,8511,Plantae,Equisetopsida,Zamiaceae,,D.L.Jones,E,Y,Endangered,Queensland Endemic,Endangered
165379,135844,Macrozamia longispina,Near threatened,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=21873,21873,Plantae,Equisetopsida,Zamiaceae,,P.I.Forst. & D.L.Jones,NT,Y,Near Threatened,Queensland Endemic,
165381,135845,Macrozamia lucida,Least concern,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=14429,14429,Plantae,Equisetopsida,Zamiaceae,pineapple zamia,L.A.S.Johnson,SL,Y,Special least concern,Intranational,
152822,425528,Bulbophyllum maxillare,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,34663,Plantae,Equisetopsida,Orchidaceae,,(Lindl.) Rchb.,E,Y,Endangered,Regional Endemic,
152568,428072,Bulbophyllum purpurascens,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,39191,Plantae,Equisetopsida,Orchidaceae,,Teijsm. & Binn.,C,N,Least concern,Queensland Endemic,
152751,428054,Bulbophyllum gracillimum,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,12448,Plantae,Equisetopsida,Orchidaceae,graceful orchid,(Rolfe) Rolfe,V,Y,Vulnerable,Queensland Endemic,Vulnerable
165382,135909,Macrozamia machinii,Vulnerable,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=6480,6480,Plantae,Equisetopsida,Zamiaceae,,P.I.Forst. & D.L.Jones,V,Y,Vulnerable,Queensland Endemic,Vulnerable
152595,123536,Drosera adelae,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,11623,Plantae,Equisetopsida,Droseraceae,,F.Muell.,NT,Y,Near Threatened,Queensland Endemic,
152899,895822,Drosera prolifera,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,11621,Plantae,Equisetopsida,Droseraceae,trailing sundew,C.T.White,V,Y,Vulnerable,Queensland Endemic,Vulnerable
152447,713930,Drosera schizandra,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,9811,Plantae,Equisetopsida,Droseraceae,notched sundew,Diels,V,Y,Vulnerable,Queensland Endemic,Vulnerable
165380,135824,Macrozamia pauli-guilielmi,Endangered,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=14429,16708,Plantae,Equisetopsida,Zamiaceae,,W.Hill & F.Muell.,E,Y,Endangered,Queensland Endemic,Endangered
165383,135867,Macrozamia macleayi,Least concern,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=22414,22414,Plantae,Equisetopsida,Zamiaceae,,Miq.,SL,Y,Special least concern,Queensland Endemic,
165384,135849,Macrozamia moorei,Least concern,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=12010,12010,Plantae,Equisetopsida,Zamiaceae,,F.Muell.,SL,Y,Special least concern,Queensland Endemic,
165385,135850,Macrozamia mountperriensis,Least concern,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=8972,8972,Plantae,Equisetopsida,Zamiaceae,,F.M.Bailey,SL,Y,Special least concern,Queensland Endemic,
165386,135829,Macrozamia occidua,Vulnerable,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=6483,6483,Plantae,Equisetopsida,Zamiaceae,,D.L.Jones & P.I.Forst.,V,Y,Vulnerable,Queensland Endemic,Vulnerable
165387,135830,Macrozamia parcifolia,Vulnerable,Queensland Government,https://apps.des.qld.gov.au/species-search/details/?id=6481,6481,Plantae,Equisetopsida,Zamiaceae,,P.I.Forst. & D.L.Jones,V,Y,Vulnerable,Queensland Endemic,Vulnerable
165447,12647,Epthianura crocea,VU,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=1528,1528,Animalia,Aves,Meliphagidae,yellow chat,"Castelnau & Ramsay, 1877",V,Y,Vulnerable,Intranational,
165450,723366,Epthianura crocea macgregori,EN,Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=22459,22459,Animalia,Aves,Meliphagidae,yellow chat (Dawson),"Keast, 1958",E,Y,Endangered,Queensland Endemic,Critically Endangered
152890,552476,Cyanicula caerulea,Least concern,Queensland Nature Conservation Act 1992,https://apps.des.qld.gov.au/species-search/details/?id=31824,31824,Plantae,Equisetopsida,Orchidaceae,,(R.Br.) Hopper & A.P.Br.,SL,Y,Special least concern,Intranational,
152652,506956,Nervilia crociformis,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,8552,Plantae,Equisetopsida,Orchidaceae,,(Zoll. & Moritzi) Seidenf.,NT,Y,Near Threatened,Queensland Endemic,
152440,136197,Cycas media,Special least concern,QLD DEHP, https://www.data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife,17503,Plantae,Equisetopsida,Cycadaceae,,R.Br.,SL,Y,Special least concern,Queensland Endemic,
152442,370064,Eulophia bicallosa,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,8203,Plantae,Equisetopsida,Orchidaceae,,(D.Don) P.Hunt & Summerh.,NT,Y,Near Threatened,Not Endemic to Australia,
152443,136189,Cycas megacarpa,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,8445,Plantae,Equisetopsida,Cycadaceae,,K.D.Hill,E,Y,Endangered,Queensland Endemic,Endangered
152444,902946,Corybas undulatus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,13327,Plantae,Equisetopsida,Orchidaceae,tailed helmet orchid,(R.Cunn.) Rupp,SL,Y,Special least concern,Intranational,
152449,476576,Cophixalus petrophilus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,34968,Animalia,Amphibia,Microhylidae,blotched boulder-frog,"Hoskin, 2013",C,N,Least concern,Queensland Endemic,
152450,135348,Wodyetia bifurcata,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,8539,Plantae,Equisetopsida,Arecaceae,foxtail palm,A.K.Irvine,V,Y,Vulnerable,Queensland Endemic,
152451,406519,Thelymitra longifolia,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,28222,Plantae,Equisetopsida,Orchidaceae,,J.R.Forst. & G.Forst.,,N,,,
152454,557500,Dendrobium stratiotes,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,37193,Plantae,Equisetopsida,Orchidaceae,,Rchb.f.,,,,,
152455,38404,Glaphyromorphus clandestinus,endangered,QLD DEHP,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,29318,Animalia,Reptilia,Scincidae,Mt Elliot skink,"Hoskin & Couper, 2004",C,N,Least concern,Queensland Endemic,
